, c51, double_q, dqn, iqn, prioritized, qrdqn, rainbow,
149, 23749.546113436816, 20473.130442702317, 15850.245138631155, 25527.81165800518, 55130.50237525365, 26108.972670127307, 87280.05681175727,
150, 23845.29422052691, 19809.58326670893, 15521.562953162207, 25504.18788792546, 56667.97346232434, 25901.830544711007, 88154.27364777266,
151, 25586.086035186076, 20276.37107059778, 15339.1905949006, 25290.21354253299, 56457.522544039806, 26317.268171251984, 88528.39899774811,
152, 25743.638915256004, 20978.333428249454, 15372.386126152409, 25877.519430812034, 56374.25770512332, 25403.418728614477, 89382.80657888362,
153, 25711.377503674757, 20461.272911379994, 15749.021616240143, 25522.10209764325, 55333.41790182355, 25822.938125876688, 88185.03348961457,
154, 27576.958246241917, 20400.058436612846, 15458.87847562359, 25565.50881048401, 57302.30804919564, 25544.437807948518, 87915.97898299174,
155, 22699.606687811567, 20285.741205024176, 15993.354446105495, 26013.852391801367, 59589.874872865665, 25998.00584018282, 89504.61186094892,
156, 25953.56433349877, 20400.310932672553, 14860.67714008182, 26066.526247787187, 58161.61219873898, 25631.25854821549, 88625.6407407357,
157, 25404.372212984803, 20383.284071057224, 15248.28686987794, 25315.38953169897, 57505.607766532616, 26581.61798316547, 89355.27806440985,
158, 26234.132241473988, 20139.218507450907, 14971.458104934689, 25464.377884820893, 56883.66010116411, 26188.595311760524, 89585.97957830774,
159, 25850.53498292597, 20726.982684981806, 15243.409787951692, 25963.306299862317, 58097.61716042379, 25727.423137888232, 87882.18220604959,
160, 26922.270938334183, 20843.251877266215, 15980.177229236517, 25367.908062270006, 57719.71524676615, 25689.601771351816, 89361.35673858692,
161, 26549.13725529982, 20881.650885161478, 15834.46245949624, 26338.746397991963, 58204.39458232977, 25233.046112708987, 89247.45611572199,
162, 28942.11614092574, 21184.626869907464, 15590.739857225552, 25870.48345378266, 57118.05598841475, 25945.966097776003, 89325.61214461215,
163, 27201.366192599282, 21125.01031341546, 15562.6716630416, 26398.493209193373, 60479.41949192793, 26073.838267607636, 90384.12542687904,
164, 26392.82704770072, 20728.953022690133, 15638.559754015452, 25578.120511581816, 62164.57763545978, 26262.75408878604, 88917.64115233446,
165, 27176.37216855352, 20742.64069992258, 15730.93973105555, 26053.629683658073, 59203.97631416705, 26757.795905868115, 89472.04606276966,
166, 24942.060482531047, 21159.512774257135, 15749.765570309251, 26350.31522554751, 56138.97608845248, 25549.953491855595, 89112.22446978206,
167, 27109.37823516341, 21129.490405937795, 15483.440106318914, 26176.49032700614, 59185.388124792, 25436.126150872227, 90557.82806633165,
168, 27505.534339817452, 20147.611949761726, 15775.194722875534, 25600.966289284726, 58904.89877342258, 25853.54603347878, 88534.38436227874,
169, 24924.92649307072, 20460.993306394725, 15590.736671681876, 25695.22169838245, 60963.18832621456, 26272.755264058032, 89405.20208060215,
170, 24911.826697797034, 21207.55601442475, 15777.272121051841, 25683.454576462693, 61723.69038747567, 25969.83683840636, 89287.01857668611,
171, 26287.87104581769, 21160.197855784856, 15457.660921157298, 26117.366737891738, 57725.84462656641, 26059.86944432038, 88726.33293036403,
172, 27028.83678561278, 20420.175053532956, 15572.366315790463, 26134.11557996396, 56908.1491625168, 25849.947421013698, 90216.8462418244,
173, 26659.862888774678, 20941.855420975735, 15489.243033376091, 25649.054124686714, 59740.09655761684, 25828.94671232964, 90747.28093791068,
174, 25637.37385417479, 20496.15378212415, 15488.64726411037, 26020.248205500196, 63655.95527291455, 26109.41514251298, 89138.55668155468,
175, 26887.024055493355, 20684.784112964284, 15924.388762298442, 25560.797474671628, 61862.61169075793, 26255.037309134546, 91147.89788414029,
176, 27349.83759280183, 20941.486996616288, 15929.347955155452, 25834.048667471052, 63112.10783697829, 25751.2697169638, 90847.1112415898,
177, 26735.971041601424, 20610.926153122582, 15416.19847656543, 26036.59311381166, 60694.31544847463, 25232.031010148385, 91335.29426075026,
178, 26567.953265486645, 20900.32030307038, 15390.02223309073, 26177.476564643955, 57970.719370108716, 26502.02767460273, 91814.33391231243,
179, 26785.03647129151, 20727.291867175245, 15796.929020634929, 26543.847930018546, 63332.43811897638, 25866.073767856327, 90268.4991868779,
180, 23881.1546052669, 20699.34564896974, 16084.319606335013, 26675.481273138917, 65527.75479539897, 26211.582309104448, 92960.91752257096,
181, 26604.7090297826, 20632.363527972015, 15794.493737232275, 26422.745301571915, 66126.00214972084, 26076.192764122537, 91759.3797819728,
182, 27894.441214144194, 20873.146653101045, 15669.96382378622, 26028.976853722917, 65112.92974037504, 26034.457318322668, 91774.66998224022,
183, 26804.32615031267, 20718.831788701125, 15814.936673669557, 26358.85620119667, 64220.16168778784, 26377.67723174094, 93360.47081227132,
184, 26983.61362545056, 21202.113889884866, 15266.675331108674, 25435.325620170872, 62352.256717136246, 25721.194580772524, 92004.43079047548,
185, 27052.95292325406, 20828.500770337687, 15390.775796769147, 25656.439257183163, 62103.62910496867, 25855.324727915966, 90881.48978461271,
186, 27249.300296750676, 20815.00728043479, 15734.212539684304, 25992.532667875337, 62235.659892728356, 25616.8458793618, 91505.88266469855,
187, 27391.88091742577, 20668.83743417252, 15388.897970449489, 25322.28888822831, 66249.77117958518, 25539.49818704966, 91726.67803916485,
188, 27327.929423246893, 21033.83821570072, 15983.767612709347, 25747.021354155724, 64682.63119904548, 26233.054676937976, 92920.92902682135,
189, 27220.960281309304, 20612.004198781557, 15736.792713474104, 25824.77330178625, 64638.39959130564, 26312.5567735216, 90928.60042942429,
190, 27575.20343207078, 20567.219428109092, 15688.906924276514, 26482.432368399335, 62500.18429780901, 25879.751436395163, 91861.77373120941,
191, 27502.574133712078, 21142.723914494032, 15825.929149252412, 26121.102929505698, 64960.155502994276, 25187.843080565093, 92116.72759619281,
192, 28583.527924861963, 20757.166246490735, 15352.729291845617, 26135.44797830628, 66013.78293994714, 26297.990809847754, 91055.62510111362,
193, 25626.415452605146, 20887.036083859723, 15620.083682222952, 26475.280483439226, 69713.76212021551, 25817.276557383084, 91215.69202184641,
194, 28894.364725343672, 21209.983177154754, 16094.261721605959, 26494.598798073996, 67164.39519836278, 25518.631046438502, 93112.52464325176,
195, 30667.528374821686, 21149.02610760215, 15901.110671565193, 26327.419500873286, 67020.96174802982, 26143.36238113432, 91920.62937588307,
196, 27621.20860767408, 21108.89475041086, 15784.490562127317, 26597.180162734072, 69275.9749861911, 26276.899836019496, 93158.54991007244,
197, 27496.6176513977, 20971.66621877487, 15334.426763228132, 26412.630670637165, 69093.792887188, 26187.38911611902, 92364.44642174018,
198, 29822.830580315727, 20538.85156304203, 15694.26668092419, 26222.566821122386, 70011.72804865598, 25796.92583907192, 92966.2840604559,
199, 28825.377719897537, 20860.35233778943, 15941.548898124882, 26812.73654418227, 69828.18269996325, 25720.785684851486, 92307.29234109366,
200, 29355.63221259547, 20504.54880297087, 15785.73820060844, 27156.534234558076, 68333.60156783229, 25967.721817468253, 94263.87247393536,
