iteration, Cramer_ncLR0.00005_2, Cramer_ncLR0.00005_3, c51_1, c51_2, c51_3, c51_4, c51_5, double_q_1, double_q_2, double_q_3, double_q_4, double_q_5, dqn_1, dqn_2, dqn_3, dqn_4, dqn_5, iqn_1, iqn_2, iqn_3, iqn_4, iqn_5, prioritized_1, prioritized_2, prioritized_3, prioritized_4, prioritized_5, qrdqn_1, qrdqn_2, qrdqn_3, qrdqn_4, qrdqn_5, rainbow_1, rainbow_2, rainbow_3, rainbow_4, rainbow_5,
23, 943.2599118942732, 721.1081794195251, 987.1428571428571, 849.7142857142857, 923.7278106508876, 872.6900584795321, 936.4245810055866, 675.3688524590164, 606.8058455114823, 619.3526785714286, 686.4853556485356, 581.5168539325842, 1114.496644295302, 1120.0, 1101.7575757575758, 1113.0128205128206, 1081.764705882353, 1332.6666666666667, 1238.4, 1036.25, 1405.7142857142858, 1267.117117117117, 1076.008230452675, 940.5494505494505, 1050.8119658119658, 1061.8257261410788, 911.3978494623656, 947.9878048780488, 685.9883720930233, 1248.4545454545455, 1145.187969924812, 498.3758700696056, 1536.1728395061727, 1547.9425837320575, 1107.0903954802259, 1759.2118226600985, 1281.7894736842106,
24, 1026.3687150837989, 777.4698795180723, 824.2713567839196, 817.6439790575917, 963.170731707317, 847.6842105263158, 891.875, 708.4076433121019, 600.9746588693957, 584.4676409185804, 711.2018140589569, 598.2387475538161, 1018.4324324324324, 1111.1842105263158, 1074.1717791411043, 1133.265306122449, 1150.5405405405406, 1326.9565217391305, 1308.6792452830189, 1245.9649122807018, 1423.4375, 1204.3307086614172, 1001.1450381679389, 1016.2396694214876, 973.088803088803, 1049.404255319149, 907.2535211267606, 1065.4411764705883, 698.9230769230769, 1102.6984126984128, 1106.6666666666667, 549.9773242630386, 1573.5775862068965, 1540.0900900900901, 1166.1714285714286, 1792.512315270936, 1364.904214559387,
25, 1054.9704142011835, 939.3886462882097, 939.030303030303, 806.1576354679803, 932.1052631578947, 841.3636363636364, 876.3934426229508, 701.3807531380753, 613.4251968503937, 622.2444444444444, 706.4130434782609, 627.0058708414873, 1104.2682926829268, 1173.6184210526317, 1097.3584905660377, 1081.2883435582821, 1218.9261744966443, 1203.6842105263158, 1279.5495495495495, 1253.8655462184875, 1289.7247706422017, 1244.8305084745762, 978.2421875, 1002.2916666666666, 944.6863468634687, 1059.8245614035088, 922.5968992248062, 950.5521472392638, 752.289156626506, 1091.679389312977, 1076.25, 599.2405063291139, 1590.5357142857142, 1576.4563106796118, 1179.4972067039107, 1762.780487804878, 1353.9925373134329,
26, 1157.6223776223776, 954.046511627907, 935.6571428571428, 736.0849056603773, 863.1891891891892, 799.8529411764706, 852.2613065326633, 721.3856812933026, 600.4615384615385, 633.6601307189543, 697.3165618448637, 668.2520325203252, 1168.811188811189, 1044.4767441860465, 1125.430463576159, 1102.0625, 1191.2413793103449, 1354.095238095238, 1290.0, 1366.036036036036, 1542.6190476190477, 1354.3119266055046, 1036.7372881355932, 1019.6069868995634, 1031.3559322033898, 1105.1818181818182, 992.0325203252032, 1000.472972972973, 746.6129032258065, 1023.4246575342465, 1106.3703703703704, 658.3908045977012, 1695.6944444444443, 1661.2121212121212, 1189.1460055096418, 1753.816425120773, 1453.0314960629921,
27, 1054.319526627219, 1149.030303030303, 955.3142857142857, 852.5698324022346, 807.8468899521531, 798.4375, 839.1787439613527, 707.6673866090713, 619.7768762677484, 648.7257019438445, 691.7382413087935, 674.4142259414226, 1124.2857142857142, 1079.360465116279, 1208.0434782608695, 1084.970760233918, 1189.054054054054, 1394.6464646464647, 1462.5531914893618, 1407.378640776699, 1614.888888888889, 1290.084745762712, 983.9130434782609, 1007.1489361702128, 1059.5, 1139.952380952381, 1063.5585585585586, 1031.0596026490066, 741.4942528735633, 1093.7593984962407, 1099.375, 760.5072463768116, 1698.7124463519312, 1569.7716894977168, 1165.5240793201133, 1837.3039215686274, 1440.6324110671937,
28, 1173.092105263158, 1209.662162162162, 921.7010309278351, 810.5729166666666, 896.4971751412429, 792.7586206896551, 857.741935483871, 731.6705336426915, 628.6458333333334, 684.4269662921348, 700.8078602620087, 648.2574257425742, 1089.746835443038, 1084.1714285714286, 1103.4640522875818, 1174.1216216216217, 1100.7738095238096, 1500.7777777777778, 1420.8333333333333, 1371.140350877193, 1506.7021276595744, 1385.8490566037735, 1108.4615384615386, 995.3526970954357, 1115.4285714285713, 1067.6666666666667, 1049.3719806763286, 1049.0, 836.9230769230769, 1039.7945205479452, 1094.3537414965986, 963.7125748502993, 1717.882882882883, 1559.0094339622642, 1178.4615384615386, 1821.6097560975609, 1460.1176470588234,
29, 1157.3548387096773, 1140.8383233532934, 913.9766081871345, 797.1717171717172, 909.7752808988764, 816.4039408866995, 828.133971291866, 765.5903614457832, 613.5452793834297, 695.9070796460177, 710.2714932126697, 656.8518518518518, 1011.7341040462428, 1119.7560975609756, 1157.9591836734694, 1064.4444444444443, 1088.6503067484662, 1334.5192307692307, 1417.2549019607843, 1408.3333333333333, 1471.195652173913, 1547.0212765957447, 1114.6192893401014, 1042.4886877828055, 1122.2751322751324, 1084.5064377682404, 1025.7727272727273, 1091.6216216216217, 910.7333333333333, 1046.7567567567567, 1220.2542372881355, 1210.327868852459, 1651.5068493150684, 1550.5405405405406, 1215.6470588235295, 1926.0824742268042, 1483.8775510204082,
30, 1161.4375, 1219.9358974358975, 918.6813186813187, 728.5217391304348, 893.2022471910112, 784.4690265486726, 849.7029702970297, 695.829694323144, 611.4980544747082, 689.685393258427, 691.9867549668874, 680.6498951781971, 1041.3218390804598, 1205.0344827586207, 1078.6163522012578, 1214.4370860927152, 1168.2051282051282, 1357.4757281553398, 1358.611111111111, 1373.9252336448599, 1443.3663366336634, 1427.6635514018692, 1149.4300518134714, 1076.590909090909, 1089.951690821256, 1176.7136150234742, 1001.952380952381, 1136.158940397351, 971.3245033112582, 972.8571428571429, 1240.708661417323, 1244.950495049505, 1698.7671232876712, 1604.8258706467661, 1251.7791411042945, 1900.360824742268, 1561.3278008298755,
31, 1303.8345864661653, 1238.0, 942.7222222222222, 718.641975308642, 926.4171122994652, 779.2640692640692, 963.8922155688623, 723.2957110609481, 617.010101010101, 671.8021978021978, 711.5973741794311, 689.9789029535865, 1053.103448275862, 1051.8343195266273, 1104.5569620253164, 979.9465240641712, 1236.8085106382978, 1394.3434343434344, 1387.450980392157, 1440.5825242718447, 1517.9, 1370.6542056074766, 1108.9855072463768, 1040.2304147465438, 1060.357142857143, 1133.7668161434979, 1063.4848484848485, 1178.4615384615386, 1032.4358974358975, 1157.394366197183, 1232.6771653543308, 1029.4366197183099, 1790.1470588235295, 1651.3106796116506, 1240.5572755417957, 1875.7073170731708, 1590.546218487395,
32, 1239.5555555555557, 1162.909090909091, 878.894472361809, 754.6428571428571, 866.2068965517242, 755.3909465020577, 851.0628019323672, 709.8474945533769, 625.3629032258065, 683.2112068965517, 734.0397350993378, 722.1475054229935, 1055.4878048780488, 1102.2754491017963, 1059.421965317919, 1010.0, 1140.3896103896104, 1419.9029126213593, 1344.1836734693877, 1441.6666666666667, 1445.0, 1531.875, 1089.8469387755101, 1049.8591549295775, 1039.952153110048, 1179.4202898550725, 983.4299516908212, 1103.7037037037037, 902.0555555555555, 1066.2406015037593, 1291.774193548387, 996.4473684210526, 1733.410138248848, 1673.4782608695652, 1261.441717791411, 1942.8855721393036, 1646.017316017316,
