iteration, c51_1, c51_2, c51_3, c51_4, c51_5, double_q_1, double_q_2, double_q_3, double_q_4, double_q_5, dqn_1, dqn_2, dqn_3, dqn_4, dqn_5, iqn_1, iqn_2, iqn_3, iqn_4, iqn_5, prioritized_1, prioritized_2, prioritized_3, prioritized_4, prioritized_5, qrdqn_1, qrdqn_2, qrdqn_3, qrdqn_4, qrdqn_5, rainbow_1, rainbow_2, rainbow_3, rainbow_4, rainbow_5,
44, 0.8461538461538461, 1.7407407407407407, 1.1764705882352942, 1.7169811320754718, 1.5849056603773586, -7.7625, -8.438202247191011, -7.223684210526316, -6.6911764705882355, -8.376470588235295, -9.336206896551724, -9.176991150442477, -9.154545454545454, -9.421487603305785, -9.375, 0.574468085106383, -1.16, 0.22916666666666666, -0.4897959183673469, -2.765957446808511, -7.306666666666667, -8.011494252873563, -7.895348837209302, -7.878048780487805, -7.0, -0.574468085106383, 0.7, -3.1041666666666665, -1.6470588235294117, -0.62, 5.964912280701754, 6.12280701754386, 6.7936507936507935, 6.693548387096774, 5.592592592592593,
45, 2.358490566037736, 2.0980392156862746, 0.9811320754716981, 1.5192307692307692, 0.48148148148148145, -7.358974358974359, -8.454545454545455, -7.589743589743589, -5.909090909090909, -7.814814814814815, -9.330434782608696, -9.367521367521368, -9.166666666666666, -9.365217391304348, -9.411764705882353, 1.4042553191489362, 0.04081632653061224, -0.48, -0.32653061224489793, -3.1956521739130435, -6.774647887323944, -8.277777777777779, -7.329113924050633, -7.785714285714286, -6.242424242424242, -1.553191489361702, 0.72, -3.2448979591836733, -2.56, -0.9791666666666666, 6.196428571428571, 7.360655737704918, 6.838709677419355, 6.825396825396825, 6.163636363636364,
46, 0.0, 1.8076923076923077, 1.0196078431372548, -0.9803921568627451, 0.8333333333333334, -7.013513513513513, -8.298850574712644, -7.584415584415584, -6.298507462686567, -7.653846153846154, -9.393162393162394, -9.206896551724139, -9.341880341880342, -9.35593220338983, -9.14655172413793, -0.4888888888888889, -0.8775510204081632, 0.041666666666666664, 1.0208333333333333, -2.6382978723404253, -6.805555555555555, -8.494623655913978, -7.6375, -8.117647058823529, -6.536231884057971, -1.2916666666666667, 1.28, -3.6666666666666665, -1.0816326530612246, -2.306122448979592, 6.616666666666666, 7.0, 7.1692307692307695, 7.402985074626866, 6.771929824561403,
47, 1.6666666666666667, 1.3148148148148149, 0.0392156862745098, 0.6274509803921569, 2.5660377358490565, -6.6, -8.255813953488373, -7.1866666666666665, -6.470588235294118, -7.084507042253521, -9.290598290598291, -9.206896551724139, -9.182608695652174, -9.310344827586206, -9.157894736842104, 1.065217391304348, -0.5, -0.40816326530612246, 1.5319148936170213, -2.74, -6.647887323943662, -8.648936170212766, -7.3, -7.728395061728395, -7.386666666666667, -1.5510204081632653, 1.2244897959183674, -2.7291666666666665, -0.10204081632653061, -1.1458333333333333, 6.310344827586207, 6.568965517241379, 7.446153846153846, 6.622950819672131, 6.631578947368421,
48, 1.5416666666666667, 0.8545454545454545, 0.8461538461538461, -0.15384615384615385, 2.5090909090909093, -7.081081081081081, -8.795698924731182, -7.421052631578948, -6.217391304347826, -7.166666666666667, -9.403361344537815, -9.232758620689655, -9.2, -9.416666666666666, -9.107142857142858, -0.044444444444444446, -1.3, 0.8163265306122449, -0.19148936170212766, -2.0, -6.986666666666666, -8.344444444444445, -7.012987012987013, -7.831325301204819, -7.435897435897436, -1.4680851063829787, 1.24, -2.765957446808511, -2.5294117647058822, -0.6938775510204082, 6.7, 6.5, 7.0625, 7.2, 6.526315789473684,
49, 2.0392156862745097, 1.0, 0.125, 1.18, 1.7592592592592593, -7.473684210526316, -8.488888888888889, -7.178082191780822, -5.828125, -7.64, -9.267241379310345, -9.333333333333334, -9.18421052631579, -9.450819672131148, -9.263157894736842, 0.5681818181818182, -0.66, 0.625, 0.7916666666666666, -2.3877551020408165, -7.379746835443038, -8.2, -7.928571428571429, -7.6075949367088604, -6.943661971830986, -1.7291666666666667, 1.1020408163265305, -2.4565217391304346, -1.4705882352941178, -1.4081632653061225, 6.105263157894737, 7.523809523809524, 6.9523809523809526, 6.904761904761905, 7.016949152542373,
50, 1.2692307692307692, 2.5849056603773586, 1.7307692307692308, 2.074074074074074, 1.7169811320754718, -6.457142857142857, -8.692307692307692, -7.538461538461538, -4.779661016949152, -7.733333333333333, -9.389830508474576, -9.293103448275861, -9.11504424778761, -9.5, -9.090909090909092, 1.2391304347826086, -1.0816326530612246, 0.5652173913043478, 0.8043478260869565, -2.74468085106383, -6.569444444444445, -8.02247191011236, -8.30232558139535, -8.072289156626505, -7.381578947368421, -1.872340425531915, 1.0416666666666667, -3.4693877551020407, -0.92, -0.7551020408163265, 7.080645161290323, 6.551724137931035, 6.870967741935484, 7.7164179104477615, 7.116666666666666,
51, 1.392156862745098, 2.4150943396226414, 0.3269230769230769, 1.1346153846153846, 2.3454545454545452, -6.367647058823529, -8.688172043010752, -7.5394736842105265, -4.551724137931035, -7.36986301369863, -9.271186440677965, -9.26086956521739, -9.086206896551724, -9.279661016949152, -9.379310344827585, 0.7272727272727273, -0.48936170212765956, 0.6170212765957447, 0.6808510638297872, -2.4565217391304346, -7.473684210526316, -7.862068965517241, -8.144578313253012, -7.975609756097561, -6.887323943661972, -1.3265306122448979, 2.5625, -2.297872340425532, -2.36, -0.673469387755102, 6.559322033898305, 7.080645161290323, 7.222222222222222, 7.582089552238806, 5.6,
52, 1.08, 2.6964285714285716, 0.6938775510204082, 1.4150943396226414, 2.6, -6.608108108108108, -8.477777777777778, -6.417910447761194, -4.448275862068965, -7.52054794520548, -9.28448275862069, -9.192982456140351, -9.375, -9.512195121951219, -9.21551724137931, 1.0227272727272727, -0.8297872340425532, 0.8695652173913043, 0.45652173913043476, -1.3636363636363635, -7.641025641025641, -8.3, -8.31764705882353, -8.202380952380953, -6.63768115942029, -0.7916666666666666, 2.489795918367347, -1.2244897959183674, -0.52, 0.16666666666666666, 6.627118644067797, 7.338709677419355, 7.651515151515151, 6.984375, 6.933333333333334,
53, 1.38, 1.0714285714285714, 1.0588235294117647, 1.7777777777777777, 1.7169811320754718, -7.375, -8.214285714285714, -6.902777777777778, -3.892857142857143, -7.328767123287672, -9.212389380530974, -9.234234234234235, -9.35897435897436, -9.426229508196721, -9.224137931034482, 1.6363636363636365, -1.0, 1.2553191489361701, 0.9787234042553191, -1.069767441860465, -7.653846153846154, -7.833333333333333, -8.2, -7.311688311688312, -5.850746268656716, -0.1956521739130435, 2.18, -2.0, -1.9019607843137254, 0.2653061224489796, 6.852459016393443, 7.619047619047619, 7.138461538461539, 7.203125, 7.467741935483871,
54, 0.32075471698113206, 3.9272727272727272, -0.19230769230769232, 2.4150943396226414, 0.8846153846153846, -6.173913043478261, -8.0375, -6.343283582089552, -5.278688524590164, -7.935064935064935, -9.192982456140351, -9.226086956521739, -9.469565217391304, -9.42741935483871, -9.201754385964913, 1.2222222222222223, -1.125, 0.6444444444444445, 1.0208333333333333, -1.0, -7.653846153846154, -7.753086419753086, -7.269230769230769, -7.133333333333334, -6.873239436619718, -1.2608695652173914, 2.510204081632653, -2.3541666666666665, -0.74, 1.3541666666666667, 6.338983050847458, 7.603174603174603, 7.735294117647059, 7.7164179104477615, 6.915254237288136,
55, 1.12, 2.981818181818182, 2.1176470588235294, 1.46, 1.3333333333333333, -4.888888888888889, -7.097222222222222, -6.739130434782608, -5.892307692307693, -7.48, -9.192982456140351, -9.341880341880342, -9.256410256410257, -9.247863247863247, -9.236842105263158, 1.5681818181818181, -0.782608695652174, 0.48936170212765956, 0.8125, -1.8181818181818181, -8.294117647058824, -7.819277108433735, -7.518518518518518, -7.175675675675675, -6.742857142857143, -0.46808510638297873, 1.1458333333333333, -2.1702127659574466, -0.09803921568627451, -0.20833333333333334, 7.114754098360656, 7.587301587301587, 6.633333333333334, 7.153846153846154, 6.593220338983051,
56, -0.17307692307692307, 0.9056603773584906, 1.0769230769230769, 1.7924528301886793, 2.792452830188679, -4.935483870967742, -8.121951219512194, -6.102941176470588, -6.338235294117647, -7.564102564102564, -9.224137931034482, -9.273504273504274, -9.25438596491228, -9.305084745762711, -9.083333333333334, -0.10869565217391304, -0.8163265306122449, 0.6875, 1.6041666666666667, -1.1777777777777778, -7.371794871794871, -8.068965517241379, -7.506329113924051, -7.628205128205129, -6.72463768115942, -0.02127659574468085, 3.48, -3.4081632653061225, 0.09803921568627451, 1.1458333333333333, 7.295081967213115, 7.344262295081967, 6.984375, 7.015873015873016, 7.213114754098361,
57, 1.0196078431372548, 3.3333333333333335, 0.660377358490566, 2.826923076923077, 2.792452830188679, -5.803030303030303, -7.82051282051282, -5.707692307692308, -5.909090909090909, -7.657894736842105, -9.132743362831858, -9.2991452991453, -9.11504424778761, -9.327731092436975, -9.073394495412844, 1.5777777777777777, -1.42, 0.5319148936170213, 0.574468085106383, -1.673913043478261, -7.743589743589744, -8.56701030927835, -7.379746835443038, -7.4324324324324325, -7.097222222222222, -1.2765957446808511, 2.4489795918367347, -2.0217391304347827, -0.25, 0.6875, 6.830508474576271, 7.8307692307692305, 7.079365079365079, 7.3076923076923075, 6.706896551724138,
58, 0.2549019607843137, 1.9473684210526316, 2.358490566037736, 2.6792452830188678, 3.418181818181818, -6.029411764705882, -8.223529411764705, -5.0, -6.075757575757576, -6.686567164179104, -9.432203389830509, -9.105263157894736, -9.269565217391305, -9.17094017094017, -9.110091743119266, 1.75, 1.2040816326530612, 1.5434782608695652, 1.8043478260869565, -1.1363636363636365, -7.538461538461538, -8.359550561797754, -7.185185185185185, -7.12, -6.388059701492537, -0.45652173913043476, 2.163265306122449, -2.0208333333333335, -1.4705882352941178, -0.32, 6.728813559322034, 6.9491525423728815, 7.078125, 7.106060606060606, 7.311475409836065,
59, 1.1851851851851851, 1.9285714285714286, 0.6923076923076923, 1.3653846153846154, 4.0, -7.027397260273973, -8.747252747252746, -4.968253968253968, -5.190476190476191, -6.794117647058823, -9.23076923076923, -9.149122807017545, -9.205128205128204, -9.341666666666667, -9.176991150442477, 1.4222222222222223, 0.76, 0.6666666666666666, 2.4468085106382977, -1.5681818181818181, -7.575, -7.9397590361445785, -8.069767441860465, -7.065789473684211, -6.090909090909091, -0.2708333333333333, 3.2549019607843137, -2.6666666666666665, 0.1, 1.06, 6.416666666666667, 7.147540983606557, 7.015625, 7.046875, 6.816666666666666,
60, 2.2, 3.272727272727273, -0.06, 2.269230769230769, 2.1818181818181817, -5.049180327868853, -8.637362637362637, -4.65, -6.220588235294118, -7.0, -8.963636363636363, -9.425, -9.043859649122806, -9.347457627118644, -8.945945945945946, 1.4545454545454546, 1.4680851063829787, 1.934782608695652, 2.3260869565217392, -1.3111111111111111, -7.454545454545454, -8.28888888888889, -7.417721518987341, -6.945945945945946, -5.936507936507937, 1.163265306122449, 3.02, -2.6530612244897958, 1.58, 0.4583333333333333, 7.32258064516129, 7.19672131147541, 7.393939393939394, 7.485294117647059, 7.163934426229508,
61, 0.673469387755102, 3.6785714285714284, 0.58, 2.7818181818181817, 2.240740740740741, -4.819672131147541, -8.615384615384615, -6.014925373134329, -6.902777777777778, -6.575757575757576, -9.17117117117117, -9.267241379310345, -9.224137931034482, -9.333333333333334, -9.0, 2.0217391304347827, 1.7826086956521738, 1.127659574468085, 1.673913043478261, -1.7674418604651163, -7.620253164556962, -8.292134831460674, -8.083333333333334, -7.092105263157895, -6.676470588235294, 0.06382978723404255, 1.6458333333333333, -3.48, -0.82, 0.6170212765957447, 7.049180327868853, 7.016393442622951, 7.46969696969697, 7.840579710144928, 7.578125,
62, 1.6862745098039216, 3.7636363636363637, 1.06, 2.5849056603773586, 3.8, -5.846153846153846, -8.267441860465116, -5.459016393442623, -5.91044776119403, -6.957142857142857, -8.972727272727273, -9.440677966101696, -9.322033898305085, -9.49586776859504, -9.036697247706423, 1.7555555555555555, 1.434782608695652, 1.0208333333333333, 2.5833333333333335, -0.8604651162790697, -8.0, -8.16470588235294, -7.556962025316456, -7.441558441558442, -6.092307692307692, -1.0625, 3.04, -1.9148936170212767, 1.3725490196078431, 1.7142857142857142, 7.016666666666667, 7.262295081967213, 7.031746031746032, 6.693548387096774, 8.0,
63, 2.7547169811320753, 3.3392857142857144, 1.8269230769230769, 2.7547169811320753, 3.188679245283019, -5.9855072463768115, -8.522727272727273, -5.507692307692308, -4.596774193548387, -6.75, -9.223214285714286, -9.341880341880342, -9.25, -9.421487603305785, -9.212389380530974, 1.1555555555555554, 0.3125, 2.7142857142857144, 3.3469387755102042, -1.511111111111111, -7.7375, -8.094117647058823, -7.4625, -7.802469135802469, -5.923076923076923, -0.8, 2.3469387755102042, -2.2291666666666665, 0.10416666666666667, 1.6041666666666667, 7.4603174603174605, 7.233333333333333, 7.7611940298507465, 7.3538461538461535, 7.969230769230769,
64, 1.9215686274509804, 3.6363636363636362, 2.8, 3.2, 3.7241379310344827, -5.0476190476190474, -8.488888888888889, -5.26984126984127, -3.3703703703703702, -6.782608695652174, -9.169642857142858, -9.327731092436975, -9.324786324786325, -9.372881355932204, -9.25, 1.148936170212766, 1.0208333333333333, 1.2916666666666667, 2.25, -2.5, -7.8125, -8.162790697674419, -7.8354430379746836, -7.725, -6.090909090909091, 0.2608695652173913, 1.9607843137254901, -1.2765957446808511, 1.74, 0.8571428571428571, 7.083333333333333, 7.661290322580645, 7.545454545454546, 7.257575757575758, 7.609375,
65, 2.235294117647059, 3.8620689655172415, 1.8653846153846154, 3.1132075471698113, 2.6792452830188678, -6.25, -8.404494382022472, -5.746268656716418, -4.733333333333333, -6.884057971014493, -9.018518518518519, -9.213675213675213, -9.450819672131148, -9.429752066115702, -8.972727272727273, 0.5454545454545454, 2.4468085106382977, 2.0, 3.3529411764705883, -2.5681818181818183, -7.841463414634147, -8.28735632183908, -7.857142857142857, -7.544303797468355, -6.382352941176471, -0.6739130434782609, 1.84, -1.9777777777777779, 0.8431372549019608, 0.5510204081632653, 6.983333333333333, 7.354838709677419, 7.927536231884058, 6.387096774193548, 7.0,
66, 2.588235294117647, 4.035087719298246, 2.62, 3.188679245283019, 2.290909090909091, -6.03030303030303, -8.629213483146067, -5.234375, -4.372881355932203, -6.53125, -9.347826086956522, -9.324786324786325, -9.467213114754099, -9.418803418803419, -9.166666666666666, 1.2727272727272727, 2.1739130434782608, 1.9574468085106382, 2.489795918367347, -0.30952380952380953, -7.617283950617284, -8.521739130434783, -7.256410256410256, -6.95945945945946, -6.434782608695652, -0.0851063829787234, 3.0392156862745097, -0.6595744680851063, 0.6, 2.2448979591836733, 6.775862068965517, 7.571428571428571, 7.230769230769231, 7.4411764705882355, 7.523809523809524,
67, 3.0754716981132075, 4.067796610169491, 2.5636363636363635, 2.2452830188679247, 2.425925925925926, -6.0, -8.555555555555555, -5.253968253968254, -4.918032786885246, -5.9375, -9.37719298245614, -9.378151260504202, -9.224137931034482, -9.232758620689655, -9.144144144144144, 2.0, 1.0222222222222221, 1.173913043478261, 2.0, -1.5, -7.333333333333333, -7.988372093023256, -7.2727272727272725, -7.875, -6.861111111111111, 0.2826086956521739, 1.6734693877551021, -1.1333333333333333, 1.9411764705882353, 1.530612244897959, 6.473684210526316, 7.650793650793651, 7.390625, 7.685714285714286, 7.396825396825397,
68, 2.826923076923077, 1.8928571428571428, 2.52, 2.890909090909091, 2.076923076923077, -6.029411764705882, -8.436781609195402, -5.846153846153846, -4.983870967741935, -5.672131147540983, -9.1875, -9.3, -9.173913043478262, -9.247863247863247, -9.055555555555555, 0.8444444444444444, 1.8125, 2.74468085106383, 2.12, -1.380952380952381, -7.363636363636363, -7.91764705882353, -7.368421052631579, -8.012195121951219, -7.1891891891891895, -1.1956521739130435, 2.3137254901960786, -0.9565217391304348, 1.5, 1.2, 6.706896551724138, 7.419354838709677, 7.338461538461538, 7.485294117647059, 8.044776119402986,
69, 0.94, 3.890909090909091, 1.7884615384615385, 2.7450980392156863, 3.0, -6.92, -8.255813953488373, -5.707692307692308, -5.290322580645161, -6.064516129032258, -9.28695652173913, -9.282051282051283, -9.224137931034482, -9.319327731092438, -9.0, 2.4782608695652173, 1.9166666666666667, 1.565217391304348, 2.702127659574468, -0.8095238095238095, -7.233766233766234, -8.16470588235294, -7.358974358974359, -7.64935064935065, -7.0, -0.14893617021276595, 2.326530612244898, -0.4, 1.3333333333333333, 0.375, 7.2, 7.682539682539683, 7.764705882352941, 7.6521739130434785, 7.84375,
70, 2.537037037037037, 3.4074074074074074, 1.7307692307692308, 3.9814814814814814, 1.018181818181818, -6.513888888888889, -8.023809523809524, -4.516666666666667, -5.033333333333333, -7.071428571428571, -9.285714285714286, -9.394957983193278, -9.372881355932204, -9.232758620689655, -8.972477064220184, 2.0851063829787235, 1.7659574468085106, 1.5217391304347827, 2.574468085106383, -1.1666666666666667, -7.423076923076923, -7.9156626506024095, -6.878378378378378, -7.7105263157894735, -6.958333333333333, -0.6086956521739131, 3.3529411764705883, -2.022222222222222, 1.6538461538461537, 2.25, 7.183333333333334, 7.377049180327869, 7.971014492753623, 8.164383561643836, 7.676923076923077,
71, 2.509433962264151, 2.6607142857142856, 2.5576923076923075, 3.111111111111111, 0.36538461538461536, -6.3428571428571425, -8.0, -5.985294117647059, -4.25, -7.410958904109589, -9.271929824561404, -9.40495867768595, -9.307692307692308, -9.301724137931034, -9.133928571428571, 1.9318181818181819, 2.0638297872340425, 0.43478260869565216, 2.1458333333333335, -0.3023255813953488, -7.653846153846154, -7.419753086419753, -6.309859154929577, -7.635135135135135, -7.084507042253521, 0.8863636363636364, 4.169811320754717, -0.5227272727272727, 2.019607843137255, 2.1914893617021276, 7.245901639344262, 7.796875, 8.072463768115941, 7.8, 7.90625,
72, 2.0392156862745097, 3.5090909090909093, 2.7962962962962963, 2.1923076923076925, 1.12, -6.2, -7.925925925925926, -4.9, -3.5090909090909093, -6.902777777777778, -9.185840707964601, -9.264957264957266, -9.367521367521368, -9.247863247863247, -8.97196261682243, 0.9130434782608695, 1.6222222222222222, 3.7083333333333335, 3.0869565217391304, -0.16279069767441862, -7.75, -7.825, -6.416666666666667, -7.974025974025974, -6.814285714285714, -0.10869565217391304, 2.7755102040816326, -0.391304347826087, 2.44, 2.127659574468085, 6.85, 7.344262295081967, 7.696969696969697, 8.79746835443038, 8.328358208955224,
73, 3.1454545454545455, 2.462962962962963, 1.3269230769230769, 2.8076923076923075, 2.4074074074074074, -6.3428571428571425, -7.8765432098765435, -4.983870967741935, -4.627118644067797, -7.22972972972973, -9.304347826086957, -9.341880341880342, -9.341666666666667, -9.157894736842104, -9.108108108108109, 2.0638297872340425, 1.5957446808510638, 2.6875, 3.0208333333333335, -0.34146341463414637, -7.467532467532467, -7.890243902439025, -6.513888888888889, -8.1, -6.4411764705882355, -0.391304347826087, 3.4705882352941178, -0.5652173913043478, 1.7307692307692308, 2.125, 7.32258064516129, 7.612903225806452, 7.985074626865671, 8.705128205128204, 8.075757575757576,
74, 3.611111111111111, 3.1818181818181817, 3.4727272727272727, 3.5555555555555554, 2.9622641509433962, -7.246753246753247, -8.329545454545455, -5.484375, -5.238095238095238, -6.913043478260869, -9.053097345132743, -9.352941176470589, -9.571428571428571, -9.217391304347826, -9.0, -0.13333333333333333, 2.2083333333333335, 2.022222222222222, 2.3333333333333335, 1.0, -7.202702702702703, -7.7317073170731705, -6.7894736842105265, -7.52, -6.411764705882353, 0.5869565217391305, 2.5576923076923075, 0.7391304347826086, 1.346938775510204, 2.6, 7.241935483870968, 8.151515151515152, 8.712328767123287, 8.28, 8.196969696969697,
75, 2.576923076923077, 4.280701754385965, 3.0754716981132075, 1.2037037037037037, 3.8333333333333335, -7.171052631578948, -7.963855421686747, -6.571428571428571, -4.559322033898305, -6.925373134328358, -9.153153153153154, -9.247863247863247, -9.422764227642276, -9.232758620689655, -9.303571428571429, 0.75, 1.7608695652173914, 1.6170212765957446, 3.617021276595745, 0.7906976744186046, -7.658227848101266, -7.658227848101266, -6.918918918918919, -7.8875, -6.153846153846154, -0.3111111111111111, 2.4285714285714284, -0.32608695652173914, 1.72, 2.42, 6.677966101694915, 7.90625, 8.893333333333333, 8.69620253164557, 8.134328358208956,
76, 2.4423076923076925, 3.2222222222222223, 3.7169811320754715, 2.627450980392157, 3.508771929824561, -6.394366197183099, -8.28735632183908, -7.213333333333333, -4.627118644067797, -7.648648648648648, -9.23076923076923, -9.37704918032787, -9.508064516129032, -9.247863247863247, -9.036697247706423, 0.32558139534883723, 2.130434782608696, 2.6666666666666665, 3.0416666666666665, 0.024390243902439025, -7.342105263157895, -8.0, -6.64, -7.95, -6.107692307692307, 0.6739130434782609, 2.6862745098039214, -0.08695652173913043, 1.4423076923076923, 2.25531914893617, 6.107142857142857, 8.078125, 8.304347826086957, 8.64935064935065, 7.907692307692308,
77, 2.727272727272727, 4.0701754385964914, 2.962962962962963, 3.537037037037037, 2.5925925925925926, -6.652777777777778, -8.093023255813954, -7.410256410256411, -4.35, -6.845070422535211, -9.071428571428571, -9.423728813559322, -9.363636363636363, -9.141592920353983, -9.0, 1.5777777777777777, 1.8297872340425532, 3.3404255319148937, 3.1, -0.04878048780487805, -7.421052631578948, -7.7682926829268295, -6.726027397260274, -7.421052631578948, -6.958904109589041, -0.5681818181818182, 2.9038461538461537, -0.28888888888888886, 1.9411764705882353, 3.4038461538461537, 6.862068965517241, 7.82258064516129, 8.101449275362318, 8.675324675324676, 8.338235294117647,
78, 2.036363636363636, 4.1, 3.5714285714285716, 3.727272727272727, 2.618181818181818, -5.985714285714286, -8.011904761904763, -6.597222222222222, -4.431034482758621, -6.557142857142857, -9.478991596638656, -9.422764227642276, -9.275, -9.095652173913043, -8.971698113207546, 1.8444444444444446, 3.3877551020408165, 2.021276595744681, 2.2127659574468086, -0.16666666666666666, -7.154929577464789, -7.7439024390243905, -6.746666666666667, -7.589743589743589, -6.106060606060606, 1.1555555555555554, 4.2075471698113205, 0.1590909090909091, 2.02, 3.2653061224489797, 7.5625, 7.655737704918033, 8.104477611940299, 8.43421052631579, 8.121212121212121,
79, 1.1296296296296295, 4.576271186440678, 3.1481481481481484, 2.9814814814814814, 3.517857142857143, -6.319444444444445, -7.951807228915663, -6.450704225352113, -4.95, -6.915492957746479, -9.370689655172415, -9.379032258064516, -9.446280991735538, -9.241379310344827, -8.839622641509434, 1.3863636363636365, 2.595744680851064, 3.4, 2.8958333333333335, 0.175, -7.042253521126761, -7.646341463414634, -6.071428571428571, -7.975, -6.529411764705882, 0.6818181818181818, 3.06, -0.20454545454545456, 1.78, 2.7142857142857144, 7.131147540983607, 7.491803278688525, 9.026666666666667, 8.486842105263158, 8.470588235294118,
80, 2.7636363636363637, 2.4444444444444446, 4.535714285714286, 1.9245283018867925, 4.448275862068965, -6.267605633802817, -8.284090909090908, -6.791666666666667, -4.796610169491525, -6.873239436619718, -9.223214285714286, -9.360655737704919, -9.5625, -9.338983050847459, -9.135135135135135, 0.125, 3.0425531914893615, 3.2127659574468086, 2.382978723404255, 1.3953488372093024, -7.083333333333333, -7.6375, -6.8108108108108105, -7.962962962962963, -6.746478873239437, 1.434782608695652, 4.3076923076923075, 0.5, 3.2830188679245285, 2.78, 7.360655737704918, 7.4, 8.289855072463768, 8.202702702702704, 8.212121212121213,
81, 2.888888888888889, 4.385964912280702, 3.074074074074074, 3.962962962962963, 3.017543859649123, -6.648648648648648, -8.269662921348315, -6.594202898550725, -4.633333333333334, -6.393939393939394, -9.08108108108108, -9.333333333333334, -9.53125, -9.35897435897436, -8.9009009009009, 2.3617021276595747, 3.2708333333333335, 2.6666666666666665, 1.9782608695652173, -0.047619047619047616, -6.557142857142857, -8.0, -6.824324324324325, -7.886075949367089, -6.8, 2.0, 3.56, 1.0869565217391304, 1.8125, 3.979591836734694, 7.083333333333333, 7.967741935483871, 8.849315068493151, 8.571428571428571, 7.875,
82, 2.7818181818181817, 4.701754385964913, 4.089285714285714, 3.8275862068965516, 3.4210526315789473, -7.2784810126582276, -8.2, -6.0, -3.9454545454545453, -6.861111111111111, -9.230088495575222, -9.186440677966102, -9.5, -9.367521367521368, -9.17117117117117, 1.1904761904761905, 3.6595744680851063, 2.8260869565217392, 2.891304347826087, 0.0, -6.763888888888889, -7.91358024691358, -6.726027397260274, -7.82051282051282, -6.746478873239437, 0.6, 2.8627450980392157, -1.0869565217391304, 2.18, 2.9591836734693877, 7.163934426229508, 7.633333333333334, 9.093333333333334, 8.9375, 8.411764705882353,
83, 2.6545454545454548, 3.5272727272727273, 2.8545454545454545, 3.5636363636363635, 4.157894736842105, -7.076923076923077, -7.804878048780488, -6.492957746478873, -5.049180327868853, -6.205882352941177, -9.275862068965518, -9.220338983050848, -9.606060606060606, -9.133928571428571, -9.137614678899082, 1.4666666666666666, 3.795918367346939, 2.911111111111111, 3.425531914893617, 0.375, -6.391304347826087, -7.716049382716049, -6.608108108108108, -7.987654320987654, -7.243243243243243, 1.8888888888888888, 3.74, -0.06666666666666667, 2.6346153846153846, 3.2549019607843137, 7.05, 7.774193548387097, 8.542857142857143, 8.61038961038961, 7.587301587301587,
84, 2.462962962962963, 4.101694915254237, 4.418181818181818, 3.7547169811320753, 4.5, -7.630952380952381, -7.266666666666667, -5.6923076923076925, -5.709677419354839, -6.074626865671642, -9.11504424778761, -9.316239316239317, -9.621212121212121, -9.106194690265486, -9.125, 0.4186046511627907, 3.857142857142857, 4.0625, 4.574468085106383, 0.9767441860465116, -6.814285714285714, -7.423076923076923, -7.291139240506329, -8.270588235294118, -6.571428571428571, 0.45454545454545453, 3.215686274509804, -1.6875, 3.04, 2.1956521739130435, 7.254237288135593, 7.67741935483871, 8.61111111111111, 8.76923076923077, 8.015625,
85, 2.2, 4.178571428571429, 4.303571428571429, 4.111111111111111, 3.0943396226415096, -8.08695652173913, -6.833333333333333, -5.82089552238806, -4.9491525423728815, -6.264705882352941, -9.245762711864407, -9.296610169491526, -9.695652173913043, -9.29203539823009, -9.12037037037037, 2.4545454545454546, 4.04, 2.1914893617021276, 4.0212765957446805, 0.6, -6.927536231884058, -7.506172839506172, -6.8, -7.75, -6.242424242424242, 1.1777777777777778, 3.923076923076923, -0.21739130434782608, 2.450980392156863, 3.6666666666666665, 7.516129032258065, 8.3125, 8.63888888888889, 8.772151898734178, 8.169230769230769,
86, 2.188679245283019, 4.163636363636364, 3.9285714285714284, 4.090909090909091, 3.309090909090909, -8.106382978723405, -7.589743589743589, -6.385714285714286, -4.983870967741935, -6.866666666666666, -9.258620689655173, -9.179487179487179, -9.723880597014926, -9.149122807017545, -9.074074074074074, 2.4444444444444446, 3.4166666666666665, 3.022222222222222, 4.877551020408164, 2.857142857142857, -6.661764705882353, -7.544303797468355, -7.194805194805195, -7.987654320987654, -7.041666666666667, 0.8837209302325582, 3.0833333333333335, -0.8863636363636364, 3.3137254901960786, 2.8, 7.403225806451613, 7.841269841269841, 8.726027397260275, 8.473684210526315, 8.076923076923077,
87, 4.232142857142857, 5.372881355932203, 4.0181818181818185, 3.9444444444444446, 2.452830188679245, -8.754716981132075, -7.7560975609756095, -6.514285714285714, -5.369230769230769, -7.054054054054054, -9.491803278688524, -9.391666666666667, -9.627906976744185, -9.131578947368421, -9.210526315789474, 2.891304347826087, 3.4468085106382977, 3.5416666666666665, 4.604166666666667, 2.8095238095238093, -6.63768115942029, -7.379746835443038, -6.635135135135135, -7.951219512195122, -6.602941176470588, -0.4318181818181818, 3.78, -0.5319148936170213, 1.36, 2.6875, 7.133333333333334, 7.938461538461539, 8.753424657534246, 8.394736842105264, 8.212121212121213,
