iteration, c51_1, c51_2, c51_3, c51_4, c51_5, double_q_1, double_q_2, double_q_3, double_q_4, double_q_5, dqn_1, dqn_2, dqn_3, dqn_4, dqn_5, iqn_1, iqn_2, iqn_3, iqn_4, iqn_5, prioritized_1, prioritized_2, prioritized_3, prioritized_4, prioritized_5, qrdqn_1, qrdqn_2, qrdqn_3, qrdqn_4, qrdqn_5, rainbow_1, rainbow_2, rainbow_3, rainbow_4, rainbow_5,
12, -8.838095238095239, -8.74, -9.290598290598291, -9.30841121495327, -8.804123711340207, -9.801418439716311, -9.696969696969697, -9.553846153846154, -9.82857142857143, -9.776978417266188, -9.830065359477125, -9.920245398773005, -9.84375, -9.85625, -9.867924528301886, -9.0, -9.794520547945206, -9.811188811188812, -9.846666666666666, -9.706293706293707, -8.851485148514852, -9.482142857142858, -9.236363636363636, -9.302752293577981, -8.73404255319149, -7.675, -8.035294117647059, -9.634328358208956, -8.209302325581396, -7.287671232876712, -5.019607843137255, -1.7, -2.893617021276596, -2.6875, 0.6,
13, -8.25925925925926, -8.049382716049383, -8.90625, -8.488888888888889, -8.409090909090908, -9.75, -9.633587786259541, -9.535433070866143, -9.656716417910447, -9.74436090225564, -9.796052631578947, -9.9079754601227, -9.835443037974683, -9.9, -9.936708860759493, -8.116279069767442, -9.642335766423358, -9.646616541353383, -9.786206896551723, -9.5390625, -8.747474747474747, -9.238532110091743, -8.814432989690722, -9.176470588235293, -8.555555555555555, -7.636363636363637, -7.48, -9.557377049180328, -7.7407407407407405, -7.236111111111111, -2.0, -0.7291666666666666, -1.4090909090909092, -0.717391304347826, 0.021739130434782608,
14, -6.567164179104478, -7.564102564102564, -8.144578313253012, -7.753086419753086, -7.888888888888889, -9.550387596899224, -9.5625, -9.564516129032258, -9.676691729323307, -9.555555555555555, -9.79054054054054, -9.864516129032259, -9.85064935064935, -9.841772151898734, -9.824675324675324, -7.2631578947368425, -9.638461538461538, -9.450819672131148, -9.693430656934307, -9.298245614035087, -8.83838383838384, -8.970588235294118, -8.73469387755102, -8.88659793814433, -8.706521739130435, -7.426666666666667, -7.08, -9.283018867924529, -5.546875, -6.25, -1.2391304347826086, 0.2608695652173913, 1.5217391304347827, 0.0, 0.5869565217391305,
15, -7.114285714285714, -6.5, -6.915492957746479, -7.822784810126582, -7.69620253164557, -9.40650406504065, -9.643410852713178, -9.425, -9.62015503875969, -9.547619047619047, -9.770833333333334, -9.825806451612904, -9.826666666666666, -9.838509316770187, -9.87248322147651, -6.090909090909091, -9.648, -9.263636363636364, -9.625954198473282, -7.773809523809524, -8.94059405940594, -9.02, -8.285714285714286, -8.911764705882353, -8.095238095238095, -6.571428571428571, -6.121212121212121, -8.83157894736842, -4.181818181818182, -6.0625, 1.4583333333333333, 0.6222222222222222, 1.4545454545454546, 1.7954545454545454, -0.9375,
16, -6.537313432835821, -6.636363636363637, -6.582089552238806, -7.405405405405405, -7.658227848101266, -9.282051282051283, -9.57258064516129, -9.24561403508772, -9.479338842975206, -9.692307692307692, -9.791666666666666, -9.805194805194805, -9.862745098039216, -9.85897435897436, -9.825503355704697, -5.573770491803279, -9.504065040650406, -8.844660194174757, -9.376, -6.808219178082192, -8.677083333333334, -8.694736842105263, -8.461538461538462, -9.1, -8.085365853658537, -6.91044776119403, -5.984615384615385, -8.64516129032258, -5.316666666666666, -4.983050847457627, -0.6086956521739131, -0.3541666666666667, 1.3777777777777778, 2.297872340425532, 0.4782608695652174,
17, -6.1875, -6.681818181818182, -6.928571428571429, -6.835820895522388, -7.413333333333333, -9.35897435897436, -9.50413223140496, -9.146788990825687, -9.25, -9.527559055118111, -9.762589928057555, -9.87012987012987, -9.843137254901961, -9.806451612903226, -9.850340136054422, -5.216666666666667, -9.425, -8.191011235955056, -9.35483870967742, -7.109589041095891, -8.77319587628866, -8.58695652173913, -8.367816091954023, -8.75, -7.8354430379746836, -6.092307692307692, -5.377049180327869, -8.036144578313253, -4.379310344827586, -6.3088235294117645, -0.6170212765957447, 2.0217391304347827, 2.617021276595745, 0.5625, -0.1276595744680851,
18, -5.983333333333333, -5.919354838709677, -6.8059701492537314, -6.779411764705882, -7.0144927536231885, -9.00909090909091, -9.478991596638656, -8.78, -9.214285714285714, -9.338983050847459, -9.669117647058824, -9.878378378378379, -9.858108108108109, -9.884615384615385, -9.732394366197184, -5.133333333333334, -8.903846153846153, -7.6075949367088604, -9.504065040650406, -5.640625, -8.147727272727273, -8.35632183908046, -7.976744186046512, -8.712765957446809, -8.095238095238095, -5.186440677966102, -5.344262295081967, -8.595505617977528, -5.258064516129032, -5.426229508196721, 0.4888888888888889, 3.4285714285714284, 2.5416666666666665, 2.1914893617021276, 1.1666666666666667,
19, -5.796610169491525, -6.787878787878788, -5.516129032258065, -7.214285714285714, -7.180555555555555, -8.489795918367347, -9.333333333333334, -8.608247422680412, -9.154545454545454, -8.943396226415095, -9.661654135338345, -9.82876712328767, -9.748251748251748, -9.836477987421384, -9.741258741258742, -4.983050847457627, -7.755813953488372, -7.148648648648648, -9.211009174311927, -5.39344262295082, -8.306818181818182, -8.494505494505495, -8.244444444444444, -8.775510204081632, -8.543478260869565, -5.241379310344827, -4.918032786885246, -8.265060240963855, -3.537037037037037, -5.661290322580645, 0.4791666666666667, 3.36734693877551, 1.4222222222222223, 1.553191489361702, 1.7708333333333333,
20, -6.129032258064516, -6.2063492063492065, -6.09375, -6.3538461538461535, -7.232876712328767, -8.572916666666666, -9.27027027027027, -8.618556701030927, -9.128440366972477, -9.009615384615385, -9.6328125, -9.613138686131387, -9.748251748251748, -9.832258064516129, -9.647058823529411, -5.508196721311475, -7.7976190476190474, -6.861111111111111, -8.24731182795699, -4.516666666666667, -8.467391304347826, -8.348314606741573, -8.102272727272727, -8.5, -7.675, -4.5344827586206895, -4.236363636363636, -6.826086956521739, -4.0, -4.586206896551724, 3.0416666666666665, 3.94, 0.5555555555555556, 1.2765957446808511, 3.2291666666666665,
21, -5.258620689655173, -6.419354838709677, -4.947368421052632, -5.754098360655738, -7.075757575757576, -8.645833333333334, -9.342105263157896, -8.715789473684211, -8.943396226415095, -9.18095238095238, -9.661417322834646, -9.651851851851852, -9.735714285714286, -9.798657718120806, -9.564885496183207, -4.363636363636363, -6.029850746268656, -6.352941176470588, -7.518518518518518, -5.278688524590164, -8.516129032258064, -7.904761904761905, -7.719512195121951, -8.68041237113402, -7.558441558441558, -3.730769230769231, -4.087719298245614, -5.82258064516129, -4.655172413793103, -4.254545454545455, 1.7659574468085106, 3.3617021276595747, 1.4285714285714286, 2.82, 3.0833333333333335,
22, -5.258620689655173, -5.338983050847458, -5.661016949152542, -5.053571428571429, -6.720588235294118, -8.577319587628866, -9.150943396226415, -8.950980392156863, -9.03921568627451, -9.263636363636364, -9.443548387096774, -9.598484848484848, -9.623076923076923, -9.657142857142857, -9.573643410852712, -3.3846153846153846, -5.333333333333333, -5.78125, -7.1466666666666665, -4.454545454545454, -8.266666666666667, -8.516483516483516, -7.780487804878049, -8.666666666666666, -7.191780821917808, -3.235294117647059, -3.5555555555555554, -6.651515151515151, -3.875, -4.928571428571429, 1.4130434782608696, 4.1568627450980395, 1.6458333333333333, 3.549019607843137, 2.88,
23, -4.245614035087719, -5.833333333333333, -5.786885245901639, -3.943396226415094, -6.209677419354839, -8.436170212765957, -9.1651376146789, -8.83673469387755, -9.220183486238533, -9.256637168141593, -9.432203389830509, -9.612403100775193, -9.527559055118111, -9.601503759398497, -9.42741935483871, -4.421052631578948, -6.394366197183099, -5.90625, -6.774647887323944, -5.315789473684211, -8.123595505617978, -8.61111111111111, -8.107142857142858, -8.533333333333333, -7.381578947368421, -3.8679245283018866, -3.30188679245283, -4.696428571428571, -3.388888888888889, -4.396551724137931, 3.36734693877551, 4.113207547169812, 3.48, 2.6666666666666665, 2.5531914893617023,
24, -3.814814814814815, -5.52542372881356, -4.714285714285714, -4.038461538461538, -6.516129032258065, -8.134831460674157, -9.074766355140186, -8.707070707070708, -9.209523809523809, -9.17117117117117, -9.463414634146341, -9.37190082644628, -9.421487603305785, -9.544, -9.552, -2.32, -6.391304347826087, -5.848484848484849, -6.045454545454546, -4.053571428571429, -8.359550561797754, -8.426966292134832, -8.25, -8.613636363636363, -6.833333333333333, -3.04, -3.230769230769231, -4.818181818181818, -3.0576923076923075, -4.035714285714286, 5.62962962962963, 4.480769230769231, 4.4423076923076925, 3.5961538461538463, 4.365384615384615,
25, -4.090909090909091, -4.943396226415095, -5.459016393442623, -4.245283018867925, -6.116666666666666, -8.442105263157895, -9.198198198198199, -8.32967032967033, -8.6875, -8.551020408163266, -9.479674796747968, -9.479674796747968, -9.467213114754099, -9.5, -9.487804878048781, -2.16, -5.285714285714286, -5.17741935483871, -6.212121212121212, -4.392857142857143, -8.379310344827585, -8.094117647058823, -7.857142857142857, -8.418604651162791, -7.32, -2.6862745098039214, -3.5714285714285716, -4.636363636363637, -2.962962962962963, -4.0181818181818185, 3.64, 3.88, 4.627450980392157, 1.7755102040816326, 4.888888888888889,
26, -4.092592592592593, -5.2407407407407405, -4.581818181818182, -3.215686274509804, -6.590909090909091, -7.758620689655173, -9.192660550458715, -8.43956043956044, -8.51086956521739, -8.275862068965518, -9.37190082644628, -9.355371900826446, -9.25, -9.51639344262295, -9.516129032258064, -2.3, -4.967741935483871, -4.9655172413793105, -5.338709677419355, -4.037735849056604, -8.091954022988507, -8.370786516853933, -8.011764705882353, -8.379310344827585, -7.081081081081081, -2.66, -3.9464285714285716, -5.933333333333334, -2.3333333333333335, -4.127272727272727, 2.32, 4.679245283018868, 4.5576923076923075, 2.4285714285714284, 4.754716981132075,
27, -4.035714285714286, -4.0754716981132075, -4.5, -3.0980392156862746, -5.25, -8.05813953488372, -9.25, -8.170454545454545, -8.78125, -7.8375, -9.385245901639344, -9.421487603305785, -9.383333333333333, -9.408333333333333, -9.319327731092438, -3.18, -5.258064516129032, -4.125, -5.213114754098361, -3.6666666666666665, -8.333333333333334, -8.329545454545455, -7.964285714285714, -8.19047619047619, -6.958904109589041, -2.702127659574468, -3.4, -4.857142857142857, -3.290909090909091, -3.2830188679245285, 3.8627450980392157, 5.545454545454546, 5.88135593220339, 2.82, 4.811320754716981,
28, -2.56, -3.6296296296296298, -5.172413793103448, -1.2040816326530612, -4.767857142857143, -7.506329113924051, -8.950980392156863, -8.08235294117647, -8.602150537634408, -7.592592592592593, -9.40650406504065, -9.454545454545455, -9.4, -9.528455284552846, -9.361344537815127, -1.6956521739130435, -5.262295081967213, -3.892857142857143, -5.189655172413793, -4.75, -8.229885057471265, -7.847058823529411, -8.19767441860465, -8.216867469879517, -7.364864864864865, -0.48936170212765956, -2.019230769230769, -4.7368421052631575, -3.7962962962962963, -2.7058823529411766, 4.537037037037037, 5.678571428571429, 4.09433962264151, 2.795918367346939, 5.055555555555555,
29, -1.7692307692307692, -3.290909090909091, -3.8653846153846154, -1.96, -4.418181818181818, -7.443037974683544, -9.262135922330097, -8.51063829787234, -8.714285714285714, -8.494623655913978, -9.408333333333333, -9.491666666666667, -9.487804878048781, -9.434426229508198, -9.347107438016529, -1.425531914893617, -4.649122807017544, -3.3392857142857144, -5.166666666666667, -3.48, -8.244186046511627, -8.232558139534884, -7.367088607594937, -8.047619047619047, -7.297297297297297, -0.723404255319149, -1.5686274509803921, -5.0701754385964914, -3.5925925925925926, -2.52, 4.703703703703703, 6.142857142857143, 6.379310344827586, 4.9818181818181815, 4.176470588235294,
30, -1.72, -1.7647058823529411, -4.0754716981132075, -3.150943396226415, -4.660714285714286, -7.259740259740259, -9.06060606060606, -8.433333333333334, -8.069767441860465, -8.763440860215054, -9.479338842975206, -9.401639344262295, -9.391666666666667, -9.528455284552846, -9.442622950819672, -1.0869565217391304, -4.517857142857143, -3.326923076923077, -5.017241379310345, -2.2916666666666665, -7.9397590361445785, -8.125, -7.166666666666667, -7.7215189873417724, -7.081081081081081, -0.6666666666666666, -1.5918367346938775, -4.038461538461538, -3.792452830188679, -2.38, 5.148148148148148, 5.173076923076923, 5.842105263157895, 4.781818181818182, 4.403846153846154,
31, 0.5192307692307693, 2.0, -4.508771929824562, -2.1666666666666665, -4.109090909090909, -7.9523809523809526, -8.854166666666666, -8.222222222222221, -7.9397590361445785, -8.318181818181818, -9.419354838709678, -9.296610169491526, -9.48360655737705, -9.487603305785123, -9.525, 0.7608695652173914, -1.7169811320754718, -3.018867924528302, -4.125, -2.9591836734693877, -7.841463414634147, -7.941860465116279, -7.384615384615385, -7.481012658227848, -6.816901408450704, -1.6304347826086956, -1.2549019607843137, -3.1538461538461537, -2.6538461538461537, -1.84, 5.418181818181818, 4.215686274509804, 5.375, 4.163636363636364, 5.363636363636363,
32, 0.34, 1.8627450980392157, -3.6, -1.6346153846153846, -3.4150943396226414, -7.506329113924051, -8.8, -8.41304347826087, -7.337662337662338, -7.880952380952381, -9.361344537815127, -9.570247933884298, -9.452991452991453, -9.429752066115702, -9.322033898305085, -1.4130434782608696, -2.3529411764705883, -3.5555555555555554, -4.163636363636364, -3.0625, -7.703703703703703, -8.370786516853933, -7.580246913580247, -7.337662337662338, -6.945205479452055, -0.7708333333333334, -2.22, -4.384615384615385, -1.6666666666666667, -2.0392156862745097, 5.947368421052632, 6.526315789473684, 6.0508474576271185, 5.054545454545455, 5.722222222222222,
33, -0.5660377358490566, 2.0727272727272728, -4.947368421052632, -1.0566037735849056, -2.980769230769231, -6.2898550724637685, -8.760416666666666, -8.0561797752809, -7.376623376623376, -7.9523809523809526, -9.442622950819672, -9.428571428571429, -9.369747899159664, -9.520661157024794, -9.411290322580646, -0.34782608695652173, -2.3, -1.411764705882353, -3.890909090909091, -3.2857142857142856, -7.6375, -8.101123595505618, -7.682926829268292, -7.67948717948718, -7.407894736842105, -0.6875, -1.6470588235294117, -4.767857142857143, -2.3207547169811322, -2.24, 6.206896551724138, 5.333333333333333, 5.913793103448276, 5.178571428571429, 6.0181818181818185,
34, 0.11764705882352941, 0.660377358490566, -2.660377358490566, -0.5882352941176471, -3.7037037037037037, -6.816901408450704, -9.11340206185567, -7.9411764705882355, -7.654320987654321, -7.555555555555555, -9.264957264957266, -9.38655462184874, -9.313559322033898, -9.467213114754099, -9.38655462184874, 0.3404255319148936, -3.0, -2.1320754716981134, -3.5, -3.5098039215686274, -7.294871794871795, -8.238636363636363, -7.4125, -7.7, -6.944444444444445, -0.8297872340425532, -2.44, -4.1923076923076925, -2.8076923076923075, -1.510204081632653, 5.12962962962963, 4.846153846153846, 5.321428571428571, 5.448275862068965, 4.7924528301886795,
35, 0.34615384615384615, 0.5, -0.9411764705882353, 0.5098039215686274, -4.5, -7.1891891891891895, -9.067961165048544, -7.929411764705883, -7.2894736842105265, -8.035714285714286, -9.355371900826446, -9.420168067226891, -9.411764705882353, -9.401639344262295, -9.495934959349594, 0.1702127659574468, -3.611111111111111, -0.36, -2.4313725490196076, -3.2857142857142856, -7.951219512195122, -8.373626373626374, -7.604938271604938, -8.220930232558139, -6.402985074626866, -0.5, -1.24, -4.433962264150943, -2.6862745098039214, -1.96, 3.78, 4.384615384615385, 5.9298245614035086, 5.578947368421052, 5.0754716981132075,
36, 0.54, 0.7547169811320755, -0.09803921568627451, 0.9423076923076923, -3.581818181818182, -6.783783783783784, -8.962264150943396, -7.7439024390243905, -7.041095890410959, -7.092105263157895, -9.45, -9.2, -9.208695652173914, -9.360655737704919, -9.40495867768595, -0.7872340425531915, -3.8181818181818183, -0.7346938775510204, -2.1372549019607843, -2.7708333333333335, -7.926829268292683, -8.565217391304348, -7.177215189873418, -7.9397590361445785, -6.915492957746479, -1.5625, -0.9019607843137255, -4.5576923076923075, -3.196078431372549, -1.1764705882352942, 6.089285714285714, 5.745454545454545, 6.590163934426229, 6.233333333333333, 6.357142857142857,
37, 0.2549019607843137, 1.1538461538461537, -0.058823529411764705, -0.19607843137254902, -2.8363636363636364, -7.052631578947368, -8.990196078431373, -7.807228915662651, -7.306666666666667, -7.5064935064935066, -9.357723577235772, -9.394957983193278, -9.4, -9.508064516129032, -9.385245901639344, -0.44680851063829785, -3.660377358490566, -1.2291666666666667, -2.6923076923076925, -3.72, -7.914634146341464, -8.563829787234043, -7.682926829268292, -8.351648351648352, -6.871428571428571, -1.8936170212765957, 0.94, -4.08, -2.5384615384615383, -1.0833333333333333, 7.0, 6.392857142857143, 6.548387096774194, 6.186440677966102, 6.160714285714286,
38, 1.2884615384615385, 0.35714285714285715, 0.018867924528301886, -0.3076923076923077, -3.3035714285714284, -6.463768115942029, -8.877551020408163, -7.65, -6.888888888888889, -7.333333333333333, -9.272727272727273, -9.196428571428571, -9.256410256410257, -9.544, -9.330508474576272, -0.6956521739130435, -2.019607843137255, -1.24, -2.173076923076923, -2.978723404255319, -7.575, -8.142857142857142, -7.32051282051282, -8.215909090909092, -6.367647058823529, -1.1458333333333333, -0.42857142857142855, -3.3469387755102042, -3.169811320754717, -2.519230769230769, 6.298245614035087, 6.421052631578948, 6.288135593220339, 5.948275862068965, 5.320754716981132,
39, 0.38461538461538464, -0.5849056603773585, 0.6792452830188679, -1.7647058823529411, -0.057692307692307696, -6.514705882352941, -8.887755102040817, -7.217948717948718, -6.887323943661972, -7.135135135135135, -9.285714285714286, -9.243478260869566, -9.26086956521739, -9.418032786885245, -9.367521367521368, -0.8666666666666667, -1.489795918367347, -0.9795918367346939, -1.9807692307692308, -3.63265306122449, -7.026315789473684, -8.295454545454545, -7.259740259740259, -7.819277108433735, -6.323529411764706, 0.46808510638297873, -0.041666666666666664, -3.4285714285714284, -2.480769230769231, -2.58, 5.264150943396227, 6.864406779661017, 5.762711864406779, 5.689655172413793, 6.109090909090909,
40, 1.3, 0.6226415094339622, 0.5306122448979592, -0.7818181818181819, -0.8627450980392157, -6.569444444444445, -8.505376344086022, -7.12, -6.333333333333333, -7.705128205128205, -9.241666666666667, -9.295652173913043, -9.313559322033898, -9.459016393442623, -9.324786324786325, -0.08695652173913043, -2.2941176470588234, -0.14, -1.6470588235294117, -2.9148936170212765, -7.28, -8.19047619047619, -6.95945945945946, -7.9523809523809526, -6.378787878787879, -0.5625, 0.02040816326530612, -3.42, -2.6862745098039214, -2.36734693877551, 5.425925925925926, 6.368421052631579, 6.327868852459017, 7.0476190476190474, 4.69811320754717,
41, -0.6730769230769231, 0.25, 0.23076923076923078, -1.0943396226415094, -1.0, -7.25, -8.606382978723405, -7.013698630136986, -6.478260869565218, -7.5256410256410255, -9.39655172413793, -9.2991452991453, -9.417391304347825, -9.433333333333334, -9.273504273504274, -0.391304347826087, -2.46, -0.10416666666666667, -0.39215686274509803, -3.5306122448979593, -7.64935064935065, -8.255813953488373, -7.089743589743589, -8.035294117647059, -6.109375, -1.8297872340425532, -0.5306122448979592, -3.1020408163265305, -1.96, -1.816326530612245, 6.305084745762712, 6.5423728813559325, 6.333333333333333, 6.806451612903226, 6.280701754385965,
42, 1.5384615384615385, 1.7058823529411764, 0.75, 0.27450980392156865, 0.8846153846153846, -7.376623376623376, -8.702127659574469, -6.5, -6.828571428571428, -7.782051282051282, -9.327586206896552, -9.384615384615385, -9.11304347826087, -9.491803278688524, -9.165217391304347, 0.2765957446808511, -1.74, 1.0, 0.7291666666666666, -3.306122448979592, -7.1506849315068495, -7.62962962962963, -7.065789473684211, -7.5, -6.313432835820896, -1.2553191489361701, 0.7647058823529411, -3.142857142857143, -2.2448979591836733, -1.4166666666666667, 6.321428571428571, 6.9, 6.968253968253968, 6.084745762711864, 6.0,
43, 1.6274509803921569, 1.9423076923076923, 1.26, -0.24, 2.611111111111111, -7.353658536585366, -8.763440860215054, -7.5, -6.816901408450704, -8.232558139534884, -9.307692307692308, -9.263157894736842, -9.173913043478262, -9.258620689655173, -9.252173913043478, -1.1555555555555554, -0.9, 1.1666666666666667, -0.6666666666666666, -2.9555555555555557, -7.123287671232877, -7.8, -7.45, -7.654320987654321, -6.338235294117647, -0.061224489795918366, 0.7, -2.8, -1.82, -1.6862745098039216, 5.672727272727273, 5.982142857142857, 6.857142857142857, 6.377049180327869, 5.9818181818181815,
