iteration, c51_1, c51_2, c51_3, c51_4, c51_5, double_q_1, double_q_2, double_q_3, double_q_4, double_q_5, dqn_1, dqn_2, dqn_3, dqn_4, dqn_5, iqn_1, iqn_2, iqn_3, iqn_4, iqn_5, prioritized_1, prioritized_2, prioritized_3, prioritized_4, prioritized_5, qrdqn_1, qrdqn_2, qrdqn_3, qrdqn_4, qrdqn_5, rainbow_1, rainbow_2, rainbow_3, rainbow_4, rainbow_5,
43, 11367.193965517241, 12109.05, 13422.586592178772, 12623.128, 11123.216748768473, 12500.728155339806, 13423.309375, 13023.279778393351, 16499.869444444445, 17548.75415282392, 13894.544973544973, 13970.72049689441, 13458.221354166666, 12810.288, 12262.53205128205, 18657.5, 21353.29203539823, 11939.842105263158, 11570.160305343512, 21909.898550724636, 10979.494047619048, 10589.20588235294, 12406.255813953489, 11312.739361702128, 13915.350318471337, 11863.3, 15577.34632034632, 22306.839743589742, 19767.56544502618, 19015.48795180723, 69241.7, 57776.53278688525, 62287.73831775701, 63965.75, 66744.13392857143,
44, 10941.464150943397, 12161.948453608247, 11392.834080717488, 12866.566433566433, 11781.142857142857, 11257.077490774907, 11850.579505300353, 14439.955017301038, 15013.899204244031, 16904.12582781457, 14800.198979591836, 12893.5, 13710.89705882353, 12885.178841309824, 12109.572538860104, 20169.383333333335, 20409.893617021276, 13334.982954545454, 11348.678787878787, 22343.058252427185, 11320.88, 10534.143790849674, 12711.410714285714, 11111.2109375, 13072.618421052632, 12834.381502890174, 16355.323863636364, 23843.46153846154, 20634.93717277487, 17532.67724867725, 70381.02678571429, 52847.61538461538, 63051.3962264151, 65559.24418604652, 67613.15841584158,
45, 10823.703703703704, 11440.161290322581, 11824.53488372093, 13177.230215827338, 11042.91111111111, 11982.485915492958, 11457.704379562043, 14864.775623268699, 16848.12949640288, 18506.306666666667, 13030.350453172205, 13806.040322580646, 13028.506361323156, 13090.29457364341, 12245.082417582418, 18052.18064516129, 20288.56862745098, 12383.346368715083, 12293.21608040201, 22442.95588235294, 10466.69540229885, 10108.71523178808, 11849.038461538461, 10531.27374301676, 12530.467532467532, 12254.815950920245, 15898.10052910053, 24378.792307692307, 21066.16149068323, 17736.762626262625, 65594.31355932204, 55471.81746031746, 61528.46280991736, 64421.625, 64569.813559322036,
46, 11089.91959798995, 11901.10824742268, 10922.333333333334, 12780.938461538462, 11353.910994764397, 12150.8, 12707.015873015873, 14146.089285714286, 17486.11325966851, 18400.010050251258, 13709.063711911358, 13575.682666666668, 14180.265957446809, 13749.948369565218, 11593.92513368984, 20589.44318181818, 19469.04430379747, 14165.601307189543, 11161.856115107914, 22738.95930232558, 10322.75, 9945.443181818182, 13116.004587155963, 11681.767295597485, 14989.904761904761, 12843.461988304094, 16613.438679245282, 24943.802631578947, 19085.807486631016, 19198.186440677968, 65766.52100840336, 55319.544642857145, 61329.58196721312, 63243.83529411765, 67146.89090909091,
47, 10815.807692307691, 11431.371308016878, 10523.277511961722, 12308.774774774774, 11592.292452830188, 12010.96699669967, 13593.235849056604, 15130.416879795397, 16088.586301369864, 18941.127717391304, 14661.836461126006, 13738.622641509433, 13327.489425981874, 13620.4375, 12586.69761904762, 18068.276995305165, 20783.187096774192, 13477.387755102041, 11494.304, 23384.678082191782, 10780.563157894738, 9999.85549132948, 12750.783132530121, 11511.061538461538, 14182.029585798817, 12497.0, 17559.34355828221, 23936.70491803279, 19758.0395480226, 20480.23831775701, 67823.86956521739, 55884.5564516129, 64588.627118644064, 66599.47826086957, 72348.37142857142,
48, 10959.206572769954, 11132.644329896908, 9596.576923076924, 12850.949541284404, 11840.08888888889, 12318.340501792114, 12065.20652173913, 14532.93175074184, 17461.9343832021, 20092.36267605634, 13839.461126005363, 14152.16076294278, 13551.888554216868, 14275.512048192772, 12579.310776942355, 22050.06358381503, 21389.7734375, 13157.397660818713, 12933.545, 24573.767605633802, 10383.300653594772, 9592.232954545454, 13469.975308641975, 10062.145728643216, 15943.92356687898, 13384.919463087248, 17160.85641025641, 25501.584745762713, 21486.49142857143, 19303.80769230769, 69736.76363636364, 54620.86, 64472.63025210084, 65264.43010752688, 72518.3238095238,
49, 11604.41116751269, 12780.267080745341, 11522.389221556887, 12233.197183098591, 11221.858895705522, 11722.493212669684, 12639.064846416382, 15215.624137931034, 18150.217857142856, 20955.343373493975, 14663.09900990099, 13945.196335078534, 12950.40524781341, 14278.854320987655, 13537.038929440389, 21629.014925373136, 21877.577235772358, 14089.954545454546, 12816.75369458128, 23310.812080536914, 9807.842696629214, 10684.195652173914, 13010.866666666667, 11014.818181818182, 13906.075376884422, 12891.211764705882, 16769.72340425532, 24464.30769230769, 22282.852272727272, 22346.36842105263, 69863.36363636363, 59765.85593220339, 65305.12280701754, 62939.645833333336, 73764.68421052632,
50, 11891.212560386473, 12063.691358024691, 10591.983240223464, 13145.019512195122, 11508.3, 11461.46875, 12598.824146981628, 17210.6484375, 19380.109144542774, 20512.49872773537, 13798.607784431138, 13718.182098765432, 13655.899204244031, 13184.858695652174, 13415.005747126437, 20896.383177570093, 22444.462686567163, 13837.042682926829, 12464.140939597315, 22827.96, 11377.245033112582, 11282.03550295858, 14395.984042553191, 10653.525974025973, 13185.834586466166, 12539.354430379746, 17869.8488372093, 23263.321212121213, 22654.654761904763, 23224.575916230366, 72367.05208333333, 59412.0593220339, 64214.398058252424, 62091.58585858586, 72825.44791666667,
51, 10961.84761904762, 11312.380952380952, 11532.801886792453, 12530.641711229946, 11164.981481481482, 12119.01652892562, 13047.724381625441, 14664.447513812154, 19620.23076923077, 20870.745614035088, 14189.370786516854, 14243.872727272726, 13896.526455026455, 13505.70707070707, 12915.83088235294, 23261.348214285714, 19254.41129032258, 13173.503649635037, 13216.295081967213, 23789.551020408162, 10454.866242038217, 12822.036144578313, 12427.282485875707, 11333.626213592233, 14178.29746835443, 12261.88383838384, 18365.710059171597, 21694.38738738739, 21966.213836477986, 21438.82474226804, 72229.57142857143, 58130.25, 68803.14159292035, 59017.06796116505, 70565.00925925926,
52, 11670.586734693878, 12235.471428571429, 10722.512345679012, 11956.564705882352, 11532.123348017622, 12363.116838487973, 12657.835766423357, 14950.228412256267, 20246.61141304348, 22527.07756232687, 14077.578666666666, 14571.008426966293, 14061.547872340425, 13688.453634085214, 13413.935828877005, 22491.369369369368, 20059.542857142857, 13380.22602739726, 12739.117283950618, 23954.977777777778, 10912.96875, 12673.652719665271, 13119.165680473372, 14390.79381443299, 15154.470873786408, 12126.458536585365, 18511.469879518074, 23691.154929577464, 22616.414772727272, 23131.868852459018, 71496.94545454545, 57951.98319327731, 69626.09174311926, 61013.049019607846, 74160.77647058823,
53, 10376.985507246376, 11679.425, 11630.608040201005, 12172.878947368421, 11252.502923976608, 12202.92857142857, 12854.42718446602, 16197.123425692695, 19738.48502994012, 22234.733893557423, 14390.005319148937, 13956.90514905149, 14641.624260355029, 12969.503797468355, 12796.363309352519, 21974.74074074074, 22326.159663865546, 14985.07, 12387.222222222223, 23715.050632911392, 10346.286407766991, 12485.54, 12938.028169014084, 15188.497797356828, 14938.107142857143, 12290.865030674846, 19724.22105263158, 23695.042372881355, 22660.405594405594, 22144.333333333332, 72130.57291666667, 61418.13043478261, 67830.5294117647, 63563.3625, 77985.4125,
54, 10671.576923076924, 11734.874396135267, 11274.37037037037, 12331.650273224044, 10714.957219251337, 12372.366666666667, 13061.443946188341, 17467.730366492146, 20193.52522255193, 20920.415760869564, 15133.71891891892, 13230.506887052341, 14343.84142394822, 13504.089330024814, 13011.63492063492, 22117.666666666668, 22125.830985915494, 15135.297297297297, 13875.38064516129, 23457.817518248175, 10668.292237442922, 12142.213675213676, 13187.40625, 14734.274725274725, 16693.424731182797, 11997.583333333334, 18997.066666666666, 23242.096153846152, 23899.98181818182, 23016.550561797754, 70739.56756756757, 61282.44117647059, 69400.05454545455, 61853.09782608696, 73192.75294117647,
55, 11414.658536585366, 11485.72105263158, 11481.24858757062, 13263.090047393365, 10788.375, 12894.294776119403, 12779.261992619926, 17602.836795252224, 21123.233695652172, 20202.48120300752, 14676.174041297934, 14562.3353115727, 13324.117478510028, 14226.238219895287, 13150.478378378379, 24335.709219858156, 21805.716417910447, 15456.48905109489, 13390.513157894737, 23556.62, 10007.004424778761, 12374.10582010582, 13817.251396648046, 13685.469387755102, 15949.851162790697, 11159.171597633136, 19848.41489361702, 23745.370967741936, 23179.545454545456, 22328.950704225354, 69888.47474747474, 65603.9693877551, 70731.38775510204, 64574.97752808989, 74729.90322580645,
56, 12284.860576923076, 11388.004739336493, 11440.456310679612, 14321.629310344828, 10914.763948497854, 11798.357859531772, 11897.685606060606, 17185.588424437297, 20540.011834319528, 18696.451327433628, 13789.35331230284, 15382.34793814433, 14232.489028213166, 13927.186968838527, 12801.438256658595, 23113.345864661653, 21471.21582733813, 13830.629032258064, 13165.0, 22891.834437086094, 10703.353982300885, 10937.58962264151, 14920.266355140187, 14232.55, 16026.070588235294, 12801.329608938548, 20029.6404494382, 24557.668711656443, 23927.59842519685, 22363.21875, 75344.58252427184, 64563.718181818185, 72526.41121495327, 64591.166666666664, 76714.79120879121,
57, 12283.755813953489, 11979.8, 10722.368932038835, 15919.359813084113, 10734.897777777778, 12275.59009009009, 12517.074918566776, 17295.484593837537, 19397.887434554974, 20646.85889570552, 14732.355231143552, 15325.409221902017, 14121.114845938375, 14468.109550561798, 13707.991228070176, 24285.824, 22429.522058823528, 13708.9, 13987.6, 23688.845161290323, 10485.577639751553, 11270.31914893617, 15367.384615384615, 14088.0546875, 17465.0, 11783.082706766918, 19164.6582278481, 25808.3125, 24990.51968503937, 23354.08860759494, 74159.82978723405, 62212.508771929824, 70355.79090909091, 67830.92941176471, 76377.2427184466,
58, 11347.604562737642, 11433.344827586207, 11677.311258278145, 16695.515463917527, 12800.868020304568, 11704.217573221757, 11917.174074074073, 17171.486666666668, 21368.3081232493, 21199.903703703705, 14783.598214285714, 14887.886486486486, 15007.104225352112, 13977.812658227847, 14629.369636963696, 22435.89781021898, 22673.739130434784, 14578.470149253732, 16566.038759689924, 21959.330985915494, 10865.412844036697, 11294.91907514451, 16661.22072072072, 16163.025316455696, 18045.153153153155, 13440.69172932331, 20425.586021505376, 24424.820143884892, 23972.97857142857, 22556.294573643412, 72742.15625, 69972.35576923077, 72402.4953271028, 65750.10227272728, 75992.40217391304,
59, 10951.90243902439, 11037.451282051283, 11457.666666666666, 18750.40707964602, 11616.04017857143, 11305.486842105263, 13495.997183098592, 18334.370820668693, 21509.88188976378, 22439.76551724138, 14377.214285714286, 14600.458579881657, 15672.92803030303, 13600.475757575758, 13770.78149100257, 24464.00900900901, 23268.587837837837, 14742.784482758621, 14999.955414012738, 23656.992857142857, 11037.065359477125, 13961.52, 16565.691891891893, 15527.941176470587, 17638.513698630137, 13079.603658536585, 20948.93956043956, 24322.496598639456, 23223.03351955307, 22928.42372881356, 72971.98795180723, 65564.91964285714, 72658.10377358491, 67964.41052631578, 75334.10377358491,
60, 10689.327659574468, 11807.312977099236, 11854.685714285713, 19269.457711442785, 10841.7339055794, 11393.588983050848, 13025.32098765432, 17776.73157894737, 21395.583561643834, 22665.744408945688, 14417.447976878613, 14238.158311345647, 13860.88782051282, 13557.912621359223, 13274.264864864865, 23686.287037037036, 20923.107382550337, 15071.935483870968, 14737.711656441717, 23782.555555555555, 12564.923664122138, 12526.551948051949, 16202.192857142858, 18376.14465408805, 19439.85185185185, 12546.44347826087, 20783.946308724833, 24366.97333333333, 23349.486486486487, 22857.888, 73665.35849056604, 65712.46846846846, 74392.56310679612, 66362.8, 71658.13541666667,
61, 11180.802197802197, 12134.383673469387, 11113.027777777777, 17575.668181818182, 11971.953846153847, 11622.036144578313, 12635.716911764706, 20170.323369565216, 22957.57180851064, 21855.13981762918, 13916.564705882352, 14222.825857519789, 13896.160458452721, 13449.645892351275, 14083.513513513513, 22878.848214285714, 23449.690476190477, 16099.437984496124, 15204.355029585799, 24253.35714285714, 13821.677966101695, 16355.110236220473, 16978.06818181818, 17287.947368421053, 16962.57396449704, 11786.977528089888, 21523.416666666668, 24507.149253731342, 23128.714285714286, 23707.372262773722, 71748.46391752578, 62697.4, 76007.96078431372, 65128.14, 77499.81188118811,
62, 10232.63963963964, 11186.576086956522, 11963.644859813085, 20115.027649769585, 10677.232258064516, 13358.127659574468, 11985.057268722467, 20087.740298507462, 22932.950310559005, 21477.235616438356, 14893.711656441717, 14848.112637362638, 13814.678977272728, 14134.09726443769, 13772.58217270195, 22042.324503311258, 22913.35616438356, 14972.290155440414, 14726.121693121693, 23852.76821192053, 12702.880597014926, 17799.64393939394, 19393.55, 18575.046666666665, 17300.466216216217, 12589.021857923497, 22517.059523809523, 24438.666666666668, 24291.886363636364, 23478.018348623853, 70936.6, 65189.633027522934, 74996.01941747573, 67986.79545454546, 75253.23157894737,
63, 11024.027027027027, 11780.308108108107, 11859.1387283237, 21507.634920634922, 11306.182648401826, 12211.054744525547, 12756.516, 20537.46301369863, 22548.47425474255, 21905.43253968254, 14620.607028753993, 14793.382352941177, 13581.6125, 14088.834375, 13471.14402173913, 22820.79861111111, 23327.040322580644, 16093.76923076923, 15154.890243902439, 22665.872483221476, 11300.299465240641, 16701.985507246376, 17581.037634408603, 20949.173076923078, 19467.95238095238, 13633.694214876034, 22821.5641025641, 25343.53448275862, 23224.9203539823, 24966.008771929824, 72091.27102803739, 65572.22, 72439.92727272728, 67851.18556701031, 77051.61616161616,
64, 11182.095022624435, 11813.435779816513, 11021.422222222222, 21587.946859903383, 12385.698492462312, 12260.218884120171, 12247.028806584362, 22052.128526645767, 24080.701923076922, 22037.36752136752, 14688.727272727272, 13869.315950920245, 13727.697819314642, 14224.453804347826, 14283.086826347306, 23483.24603174603, 23815.524096385543, 17214.432, 16285.257352941177, 22951.23404255319, 12391.13425925926, 15988.530769230769, 17396.777142857143, 19465.97931034483, 20841.641791044774, 12964.02205882353, 22096.065476190477, 23695.778481012658, 22591.65168539326, 23097.15037593985, 74303.94230769231, 68060.29896907216, 75244.22105263158, 69675.68539325842, 76245.55434782608,
65, 10944.54748603352, 12316.523560209424, 11777.323699421966, 21597.983333333334, 12130.16, 12773.453061224489, 13298.914634146342, 21244.66352201258, 23594.940438871472, 19676.10576923077, 14830.150602409638, 14852.543307086615, 15331.232142857143, 13724.434243176178, 13624.16847826087, 24014.77391304348, 24637.49142857143, 16879.767605633802, 15374.885542168675, 23883.48979591837, 14980.853658536585, 17023.474576271186, 16013.935897435897, 21297.67955801105, 19346.93984962406, 11954.29411764706, 24451.403726708075, 25179.590604026846, 23321.109375, 23880.07741935484, 73631.37142857142, 69200.09345794392, 75615.57692307692, 70972.52631578948, 78432.77528089887,
66, 10977.668539325843, 11905.858369098713, 10772.988095238095, 24876.119496855346, 11554.625641025641, 12512.454887218046, 11679.528634361233, 20567.86287625418, 22775.69965870307, 23154.50699300699, 15860.503378378378, 14547.372602739726, 14229.103092783505, 14692.480113636364, 13420.302816901409, 21793.91011235955, 22526.703125, 16688.916666666668, 15580.598540145986, 25173.94557823129, 12778.988888888889, 16362.481081081081, 16660.387434554974, 22170.927710843374, 21248.606666666667, 13495.125, 24340.426966292136, 24458.830985915494, 22761.297709923663, 24758.140845070422, 71705.9052631579, 68084.1530612245, 75008.89583333333, 67747.78313253012, 74822.26506024097,
67, 10168.486666666666, 11487.323943661971, 11067.239130434782, 21650.13068181818, 12005.118721461187, 12272.08552631579, 12865.156549520767, 20605.373887240356, 21658.667692307692, 23348.481595092024, 14751.983739837398, 14106.325301204819, 14346.567164179105, 13719.31725888325, 14033.789940828403, 22874.43269230769, 23758.556701030928, 17697.169491525423, 14766.507142857143, 24359.208333333332, 13137.805555555555, 17849.232432432433, 18173.28205128205, 22091.757894736842, 21476.17037037037, 13592.475308641975, 24382.709923664122, 24455.102564102563, 24191.496, 24511.766990291264, 74593.44660194175, 69590.16470588236, 78300.85, 68427.35643564357, 77395.56790123456,
68, 10843.698275862069, 12001.690355329949, 10588.954545454546, 23204.591133004928, 11067.907488986784, 13015.8125, 12888.501557632399, 21059.98263888889, 21679.595667870035, 23931.23404255319, 15275.171745152355, 15684.370165745857, 14609.002958579882, 13977.18134715026, 13847.974025974027, 24434.122302158274, 24569.023255813954, 19684.43157894737, 16342.24090909091, 24328.37037037037, 13683.282208588957, 17072.539772727272, 18924.76530612245, 21415.605504587154, 22153.56557377049, 11955.05633802817, 24447.03105590062, 24479.653846153848, 23872.806722689074, 23160.261363636364, 76128.5294117647, 72124.90123456791, 75153.65714285715, 69298.74489795919, 80480.32291666667,
69, 10809.33962264151, 11589.426470588236, 10521.139830508475, 20620.94387755102, 11304.505376344086, 12921.6735395189, 12731.69589041096, 21822.46405228758, 20999.95930232558, 22443.542234332424, 14563.631386861314, 14914.36875, 15700.736507936508, 13665.050264550264, 14455.088948787063, 23990.251461988304, 23329.347107438018, 18094.847222222223, 16923.286458333332, 23714.125, 13464.0, 18411.099502487563, 20218.354285714286, 20438.64606741573, 19759.065476190477, 13644.01287553648, 25805.758865248226, 25175.70642201835, 23784.758620689656, 23493.43859649123, 73080.61904761905, 69209.32631578947, 79543.61224489796, 69394.40816326531, 78775.71428571429,
70, 10445.413953488372, 13122.064676616916, 10718.076923076924, 20157.28313253012, 11644.683982683982, 12378.85140562249, 12739.156739811911, 21859.69230769231, 23574.56, 23094.859375, 14669.201413427561, 14764.209183673469, 14772.02229299363, 14318.976811594202, 14603.682191780821, 24293.434108527134, 23794.92156862745, 18902.984615384616, 16191.044776119403, 23295.58041958042, 14682.27485380117, 18232.66265060241, 19027.502994011975, 18653.531400966185, 20259.706896551725, 14197.53216374269, 25358.823529411766, 25133.902097902097, 23701.220930232557, 23775.87261146497, 75914.48514851485, 71761.58, 79104.62626262626, 69494.69387755102, 78350.91208791209,
71, 10627.761904761905, 11634.384937238494, 11089.073891625616, 20980.328767123287, 12510.893805309735, 12161.941666666668, 13292.790983606557, 21283.507692307692, 23563.24340175953, 23248.03097345133, 14962.806267806267, 14634.714285714286, 15118.602739726028, 15005.474777448071, 14340.847972972973, 24904.916083916083, 24739.29365079365, 19611.921686746988, 18618.223214285714, 23019.418300653593, 15366.239795918367, 16378.767741935484, 21791.58, 21261.730964467006, 21039.904, 13359.839160839161, 25442.513227513227, 25426.141304347828, 23333.70297029703, 25113.023668639053, 70918.44545454545, 71524.48076923077, 77805.23863636363, 73495.17441860466, 77878.0099009901,
72, 11486.426160337553, 13222.449197860962, 10736.355140186915, 24577.57627118644, 11457.493150684932, 12614.745098039215, 12039.59649122807, 22546.087108013937, 23441.697885196376, 24987.948424068767, 14538.14447592068, 13944.801886792453, 15082.627450980392, 14465.981029810298, 14702.579234972678, 23825.25, 24842.75, 20226.063380281692, 16621.050279329607, 25228.28125, 14952.592760180996, 17101.771812080537, 22034.137142857144, 23985.68075117371, 20993.35087719298, 14727.763313609468, 25403.671641791047, 23828.747899159665, 24467.68181818182, 23242.020833333332, 76679.85714285714, 70723.63043478261, 78293.89, 72227.59574468085, 77151.89215686274,
73, 9938.186813186812, 12429.455197132616, 10928.936305732484, 23334.22, 13825.967441860465, 11992.666666666666, 12877.622775800712, 23430.170289855072, 23846.615635179154, 25888.0, 14111.560655737705, 14150.396373056994, 14796.366459627328, 13677.854166666666, 14084.259668508288, 23405.0, 21803.91472868217, 19194.07299270073, 16835.694805194806, 23954.29487179487, 17022.099502487563, 16546.91304347826, 23917.41958041958, 23794.49268292683, 21724.388429752067, 14574.79389312977, 23995.99193548387, 24999.070707070707, 23580.662068965517, 20617.776699029127, 74715.47311827957, 70694.63829787234, 78163.31, 72272.34020618557, 76837.15384615384,
74, 10945.209486166008, 12668.793721973094, 10748.333333333334, 23388.882653061224, 12671.937799043062, 12078.15570934256, 13071.652173913044, 23597.51987767584, 23221.610223642172, 24956.25726141079, 14619.379746835442, 14750.606741573034, 15127.348214285714, 13943.46, 14177.477777777778, 22869.82905982906, 24649.685714285715, 17812.752808988764, 17250.54193548387, 24150.529801324505, 15926.559259259258, 17338.730263157893, 24005.972222222223, 24641.41, 20176.052631578947, 13785.625899280576, 24739.17777777778, 25034.044444444444, 24494.33108108108, 23397.015748031496, 74670.54347826086, 71712.34523809524, 76436.32352941176, 68122.73267326732, 77174.14285714286,
75, 10447.6815920398, 11307.006711409396, 10344.493827160493, 23457.935064935064, 11662.603112840467, 11037.574018126888, 12573.644688644688, 22885.883959044368, 23293.68120805369, 23979.091194968554, 14926.78835978836, 14557.787401574804, 15009.224489795919, 14016.12886597938, 14819.225255972697, 23940.9022556391, 25124.672897196262, 20129.55844155844, 17631.5923566879, 25338.791366906476, 15688.226537216828, 16995.64824120603, 23501.586666666666, 26568.867219917014, 21527.12837837838, 14483.7807486631, 24275.788732394365, 25574.344594594593, 25441.811965811965, 24353.867768595042, 75401.44554455446, 69450.92857142857, 81121.3953488372, 69503.53465346535, 77683.0731707317,
76, 11514.033613445377, 12791.751515151514, 12544.275, 19795.181034482757, 11537.110465116279, 12284.588235294117, 13241.243421052632, 24376.739285714284, 24204.5546875, 25244.980066445183, 15419.445595854922, 14841.817142857142, 13895.031609195403, 13879.58524173028, 14948.996732026144, 23789.35849056604, 24749.23287671233, 19194.428571428572, 17318.317073170732, 24285.85616438356, 17508.177358490568, 16963.95930232558, 23993.468292682926, 28083.821862348177, 22765.333333333332, 13904.020942408377, 25613.545454545456, 25359.8322147651, 24593.670454545456, 23707.871794871793, 74886.15384615384, 71724.89423076923, 77449.76767676767, 72507.39795918367, 78906.62244897959,
77, 10124.90776699029, 13123.115671641792, 11257.68376068376, 20836.7, 14330.485981308411, 12338.376033057852, 11699.78247734139, 23396.303030303032, 23105.040133779265, 26453.32342007435, 15093.451515151515, 14604.344720496894, 14536.39751552795, 14936.43864229765, 14008.412103746397, 24130.438775510203, 25476.59259259259, 21355.73949579832, 17406.741463414633, 23970.97037037037, 21476.318007662834, 17334.15322580645, 22694.194594594595, 30291.81497797357, 22679.528497409327, 13470.4, 24841.280575539568, 25259.182857142856, 25601.444444444445, 24233.14935064935, 72607.2358490566, 72949.88235294117, 80087.98888888888, 74599.52325581395, 77267.48351648351,
78, 10409.652406417112, 12726.126262626263, 12013.574879227053, 24787.115, 12302.782222222222, 11764.727272727272, 12194.595317725752, 23538.286458333332, 23412.536458333332, 25659.1328125, 14998.389240506329, 15494.345945945946, 15026.84012539185, 13615.609418282549, 13321.21270718232, 23940.840707964602, 23791.119402985074, 20639.986928104576, 19859.714285714286, 24409.594594594593, 17890.16015625, 19916.149425287356, 24083.50710900474, 36150.18518518518, 22632.552147239265, 13055.646616541353, 24872.971014492752, 25928.605839416057, 24347.187969924813, 25863.76, 73487.03703703704, 63001.61956521739, 79493.71717171717, 73404.625, 79448.59090909091,
79, 10554.2441314554, 12269.863636363636, 11659.184049079755, 22424.838983050846, 12455.154166666667, 12323.920245398773, 13096.989932885906, 26259.59363957597, 22978.92439862543, 24886.194719471947, 16095.555873925501, 15693.641456582633, 14728.65300546448, 14155.545454545454, 14302.478481012658, 24772.913333333334, 24599.722222222223, 22069.4, 18589.201680672268, 24172.339743589742, 21172.213991769546, 18214.220238095237, 24535.227722772277, 36696.10101010101, 20829.79245283019, 14283.815789473685, 24069.957446808512, 26638.739837398374, 25361.302013422817, 25632.030303030304, 75172.74757281554, 72654.33663366336, 79616.87878787878, 74785.71134020618, 79635.19191919192,
80, 11335.231578947369, 13322.60736196319, 10726.396341463415, 25255.415204678364, 12073.131067961165, 12871.142372881355, 11940.292887029289, 24435.175324675325, 23670.478260869564, 24518.966153846155, 15072.869318181818, 15120.806451612903, 15153.264822134388, 13942.048913043478, 15164.255555555555, 25303.100775193798, 24594.971153846152, 23022.344827586207, 18406.743016759778, 23859.618320610687, 20885.72373540856, 21064.917910447763, 24143.228260869564, 37308.927461139894, 21661.059701492537, 13507.648148148148, 25050.690789473683, 26102.116071428572, 25544.280303030304, 24902.037037037036, 73069.09433962264, 70512.43689320388, 80543.44329896907, 72346.31034482758, 78096.67676767676,
81, 11347.140776699029, 12367.582938388625, 12235.35294117647, 26406.412935323384, 11914.68619246862, 13093.962962962964, 12377.673553719009, 24060.61379310345, 23187.666666666668, 24574.909090909092, 15940.182336182335, 15221.737288135593, 14508.435435435435, 15532.391420911528, 14960.513020833334, 24098.116666666665, 23453.533898305086, 20632.406015037595, 18928.603305785124, 23835.661870503598, 27491.344632768363, 17544.92948717949, 26668.074468085106, 38584.61202185792, 21880.885245901638, 13983.616504854368, 26588.936170212764, 26084.817204301075, 25902.85714285714, 25845.929292929293, 74015.68867924529, 73749.89108910892, 81870.33684210526, 75120.18823529412, 79722.67441860466,
82, 10760.192156862746, 12153.747126436781, 10706.645962732919, 27120.574257425742, 12013.019417475729, 12312.445736434109, 12027.114982578398, 24894.063829787236, 21948.732558139534, 25671.106227106226, 15824.961111111112, 14435.598971722366, 15770.315942028985, 14676.888554216868, 14341.081632653062, 25023.104347826087, 25147.893258426968, 20766.806722689074, 22035.06766917293, 24622.55172413793, 25814.738095238095, 19584.42236024845, 26135.3125, 40079.07514450867, 24524.985185185185, 14665.776315789473, 26674.846153846152, 25612.666666666668, 24370.98275862069, 24219.653846153848, 74562.26213592233, 73866.76923076923, 80755.08333333333, 72431.89, 78861.94,
83, 10432.491304347826, 13370.340101522843, 10800.189349112426, 26047.23157894737, 12711.761006289309, 12207.529032258064, 13113.481481481482, 23334.451724137933, 23453.187311178248, 25326.865051903114, 16257.929971988795, 15437.987341772152, 16232.814925373134, 14919.349570200573, 14636.757575757576, 24169.65648854962, 25544.58823529412, 21319.348214285714, 22250.352112676057, 24054.6, 27487.995098039217, 20780.48780487805, 24334.852941176472, 45108.07843137255, 23065.46357615894, 16474.15, 26186.516393442624, 25557.476923076923, 23827.595588235294, 25258.138461538463, 74148.53773584905, 72241.12345679013, 81321.95789473684, 72552.51485148515, 78138.42857142857,
84, 11719.395238095238, 12755.133027522936, 11233.468926553673, 23769.12676056338, 12462.225130890052, 12258.024590163934, 12511.495016611296, 23256.3359375, 23666.03492063492, 23560.78787878788, 16030.102564102564, 15504.435087719297, 15782.946372239747, 14912.906705539359, 14614.647519582246, 23913.241379310344, 24555.510869565216, 22237.19526627219, 22900.115789473683, 24426.106918238995, 27091.716577540108, 18710.891666666666, 23508.0, 38188.19512195122, 23541.58041958042, 17646.33834586466, 25244.231292517008, 24805.126984126986, 23313.67226890756, 25055.052083333332, 74840.97142857143, 75793.58762886598, 82887.25531914894, 72385.20792079208, 78107.29411764706,
85, 11077.80357142857, 12318.603092783505, 11442.429223744291, 24627.268292682926, 12631.838541666666, 12265.7, 12742.996108949417, 24882.611320754717, 24380.73285198556, 25170.82711864407, 14784.630727762804, 15369.925729442972, 15581.475452196382, 14230.518427518427, 14907.090680100755, 24234.04651162791, 24017.33043478261, 21857.32530120482, 21508.11267605634, 25512.973214285714, 36787.51111111111, 20120.1875, 24446.406015037595, 41675.611764705885, 22446.17142857143, 16102.444444444445, 25570.456521739132, 26831.23232323232, 25372.066666666666, 25445.338842975205, 75760.06382978724, 74143.78, 80016.39772727272, 72225.71287128713, 79328.28282828283,
86, 12436.5, 11892.079136690647, 11983.329545454546, 24085.558558558558, 11887.60465116279, 13310.430894308944, 12725.436065573771, 24417.831967213115, 23894.260223048328, 24113.684981684983, 15324.953416149068, 14581.002631578947, 14331.142361111111, 14224.83185840708, 15099.739884393064, 24872.95104895105, 24938.66935483871, 22181.672413793105, 23628.41379310345, 24675.815789473683, 30365.391304347828, 20240.736434108527, 25191.96794871795, 44506.707792207795, 24471.130890052355, 16168.119047619048, 25578.666666666668, 25007.335616438355, 23534.304347826088, 25846.469387755104, 72533.60416666667, 76359.53125, 82832.24210526315, 76047.88372093023, 81096.01470588235,
