iteration, Cramer_ncLR0.00005_1, Cramer_ncLR0.00005_3, c51_1, c51_2, c51_3, c51_4, c51_5, double_q_1, double_q_2, double_q_3, double_q_4, double_q_5, dqn_1, dqn_2, dqn_3, dqn_4, dqn_5, iqn_1, iqn_2, iqn_3, iqn_4, iqn_5, prioritized_1, prioritized_2, prioritized_3, prioritized_4, prioritized_5, qrdqn_1, qrdqn_2, qrdqn_3, qrdqn_4, qrdqn_5, rainbow_1, rainbow_2, rainbow_3, rainbow_4, rainbow_5,
39, -22229.221238938055, -24225.70408163265, -19460.479166666668, -18119.425925925927, -22324.076923076922, -19214.614285714284, -16279.51256281407, -19725.323943661973, -19989.858156028367, -19708.939597315435, -20172.372262773722, -17026.89893617021, -23564.38679245283, -18220.23125, -21844.991525423728, -23626.548076923078, -23255.953703703704, -21010.84677419355, -21415.868852459018, -21216.90163934426, -21457.87603305785, -21071.071428571428, -19734.48872180451, -15304.495098039215, -15238.9009009009, -17037.196629213482, -16134.956989247312, -27925.121951219513, -28516.0641025641, -26955.494252873563, -27354.329411764706, -29168.342105263157, -15468.333333333334, -15077.478448275862, -16104.884057971014, -15704.127853881278, -14843.693617021276,
40, -22330.473214285714, -22809.854545454546, -21128.898305084746, -18461.60927152318, -19991.558139534885, -20260.709923664122, -18814.967532467534, -20114.934306569343, -19136.6821192053, -19156.174193548388, -19529.616438356163, -17363.679347826088, -23536.396226415094, -18095.41212121212, -21998.79487179487, -23100.275229357798, -23246.787037037036, -21812.638655462186, -21277.365853658535, -20809.24, -21204.40163934426, -21030.68253968254, -20258.6106870229, -15428.308823529413, -15490.532710280373, -16151.613402061856, -16099.636815920398, -25475.358695652172, -28278.51948051948, -28197.170731707316, -27714.35714285714, -27765.658536585364, -15549.139013452916, -15050.324786324787, -15879.648148148148, -15805.504545454545, -15251.187772925765,
41, -21193.733333333334, -23808.91176470588, -23660.18085106383, -21461.01724137931, -18935.52380952381, -20637.975609756097, -20497.723076923077, -21917.07627118644, -20469.75, -18602.121212121212, -19168.30065359477, -17891.306358381502, -23285.87962962963, -18390.228395061727, -22169.439655172413, -23202.08256880734, -23639.409523809525, -21501.07438016529, -21581.050847457627, -21488.247933884297, -21269.877049180326, -20806.39230769231, -18923.73469387755, -14791.747747747748, -15975.961165048544, -15910.0, -15587.5, -27023.571428571428, -28606.26582278481, -26704.795454545456, -26468.988764044945, -28780.5875, -15274.951327433628, -14948.321888412018, -15789.797297297297, -15646.522123893805, -15511.356828193833,
42, -22658.953703703704, -23739.050505050505, -18757.12162162162, -19313.760869565216, -22714.350515463917, -25954.426829268294, -18557.45806451613, -21619.441666666666, -18883.27741935484, -18480.154761904763, -19375.736842105263, -18142.138728323698, -24032.823529411766, -18599.19871794872, -22776.618181818183, -23440.616822429907, -23808.971153846152, -21701.075, -21840.050847457627, -21223.347107438018, -19909.69784172662, -20677.076923076922, -19184.609589041094, -14917.813636363637, -16632.145077720208, -15504.425233644859, -15726.014634146342, -27346.345679012345, -29442.5, -27367.04705882353, -27727.119047619046, -28075.1, -14564.785714285714, -14939.58547008547, -16002.779816513761, -15288.243478260869, -15663.357142857143,
43, -22778.787037037036, -23898.156862745098, -19991.2578125, -17589.976744186046, -22298.64150943396, -22686.106796116506, -18537.267515923566, -20076.876811594204, -19855.035714285714, -18438.908536585364, -20023.0, -17921.023529411767, -23764.201923076922, -18243.621118012423, -23223.660550458717, -23575.295238095237, -23416.093457943924, -20682.2421875, -21816.245762711864, -21027.992063492064, -21370.280991735537, -21013.32, -17855.638036809814, -14213.164556962025, -16205.161764705883, -15347.715596330276, -15215.483412322275, -28542.20987654321, -28676.22077922078, -26073.11111111111, -27940.135802469136, -28098.3, -14832.666666666666, -15111.008695652174, -16134.675799086757, -15602.52466367713, -15511.061403508771,
44, -21857.50434782609, -22890.814814814814, -20347.5546875, -19980.21875, -17866.172413793105, -20697.777777777777, -17678.0, -20620.48872180451, -19736.61971830986, -18786.759493670885, -19975.47857142857, -17266.734463276836, -23607.838095238094, -18530.825, -22717.62162162162, -23490.79245283019, -23504.04716981132, -20723.444444444445, -21367.032520325203, -21916.741379310344, -21239.91869918699, -21666.058823529413, -18205.0625, -14195.012396694216, -15716.841121495327, -15464.818181818182, -15257.14423076923, -28601.8625, -28728.53846153846, -26274.833333333332, -28468.135802469136, -27612.048780487807, -15072.333333333334, -15008.754310344828, -15945.128571428571, -16022.297169811322, -15668.439461883409,
45, -22255.947368421053, -23290.761904761905, -19949.21052631579, -20736.71794871795, -17022.08947368421, -19419.640287769784, -17394.67403314917, -20216.043165467625, -20018.208633093524, -18505.31288343558, -20897.26717557252, -17638.028735632182, -23402.26851851852, -18249.006172839505, -22537.491071428572, -23131.49074074074, -23166.953703703704, -21061.427419354837, -21509.180327868853, -21463.75, -21096.290322580644, -21610.628099173555, -17757.668674698794, -14607.0756302521, -15734.84792626728, -15595.33488372093, -15484.182692307691, -26734.333333333332, -29195.12, -26824.954545454544, -28619.01282051282, -28841.092105263157, -15346.826666666666, -15023.789029535865, -15401.791111111112, -16115.669811320755, -15765.477064220184,
46, -21529.415254237287, -21987.136752136754, -19687.405797101448, -20757.545454545456, -18799.75974025974, -21095.21186440678, -16994.03825136612, -20956.853846153845, -20309.268656716416, -19734.51724137931, -19963.055944055945, -17809.431034482757, -23709.77358490566, -18411.610062893084, -22616.54464285714, -22957.127272727274, -23638.72641509434, -21694.67226890756, -20775.9126984127, -21283.99173553719, -21225.785123966944, -21930.33620689655, -17942.59638554217, -14163.320512820514, -15208.973684210527, -15927.159817351598, -15625.591346153846, -27995.135802469136, -28998.067567567567, -26138.129032258064, -29288.552631578947, -27404.506024096387, -15353.884955752212, -14714.260330578512, -14933.960869565217, -15894.683720930232, -15775.193548387097,
47, -21128.636363636364, -23328.180952380953, -19825.318840579712, -22315.72641509434, -18368.40740740741, -18787.276315789473, -19418.03676470588, -20630.992424242424, -19875.253623188404, -19895.570422535213, -19564.04861111111, -17230.066298342543, -23474.54716981132, -18284.35802469136, -22752.8125, -22903.73394495413, -23242.537037037036, -20911.291338582676, -22202.182608695653, -20744.214285714286, -21313.180327868853, -21861.620689655174, -17884.165680473372, -14085.004081632653, -15191.982456140351, -15848.880733944954, -15352.516279069767, -28427.333333333332, -28259.0, -26074.186813186814, -27361.235294117647, -28290.35, -15589.058295964125, -15020.844537815126, -15225.53711790393, -15611.91592920354, -15751.572727272727,
48, -22019.203539823007, -22244.363636363636, -19948.37777777778, -19136.875862068966, -21925.224137931036, -20241.567164179105, -19637.36170212766, -20411.766423357665, -19179.527397260274, -20848.992366412214, -20533.231343283584, -17111.911602209944, -23523.924528301886, -18664.67948717949, -22250.695652173912, -22578.982300884956, -23143.366972477063, -20772.856, -21610.450819672133, -20895.72357723577, -21254.788617886177, -21687.875, -17169.106145251397, -14057.648221343874, -15601.92857142857, -15910.880184331798, -15684.853658536585, -26252.114942528737, -28760.64935064935, -26501.920454545456, -27826.48148148148, -27522.329268292684, -15129.426724137931, -15070.223628691983, -14933.726495726496, -15494.699115044248, -15429.65625,
49, -21939.508928571428, -23306.203883495145, -20290.698412698413, -18840.84827586207, -23646.855670103094, -18310.5, -19127.595890410958, -19747.144827586206, -18886.406451612904, -19586.36054421769, -20205.97810218978, -17471.086705202313, -23464.77358490566, -18228.269938650308, -22137.91452991453, -22709.963963963964, -23526.27619047619, -21214.16393442623, -21267.29268292683, -21087.99173553719, -20202.280303030304, -21960.852173913045, -17023.30054644809, -13987.14, -15405.955947136565, -15453.811403508771, -16489.0890052356, -26485.415730337078, -28138.55844155844, -25408.63157894737, -29019.493670886077, -27522.913580246914, -15276.383259911894, -14983.159663865546, -14949.4388185654, -15590.642857142857, -15385.473214285714,
50, -22350.627272727274, -22432.309734513274, -17914.868263473054, -22168.7, -19726.438848920865, -19954.56923076923, -20461.879032258064, -20506.916666666668, -19596.804195804194, -19208.339869281044, -19658.517482517484, -17672.658959537574, -23747.259615384617, -18119.739130434784, -22133.86086956522, -22576.125, -22981.627272727274, -20790.456, -21315.487603305784, -20932.544715447155, -20844.472, -21268.262295081968, -17594.93023255814, -13856.19140625, -15157.103448275862, -15519.13392857143, -16120.319587628866, -27013.90588235294, -28660.184210526317, -26831.272727272728, -28244.696202531646, -29496.815789473683, -15193.034934497817, -15046.071729957806, -15019.077253218884, -16054.646788990825, -15235.183406113538,
51, -22372.684684684686, -21981.129310344826, -17362.64606741573, -21632.601769911504, -25945.441860465115, -18139.16853932584, -19988.75182481752, -19950.330935251797, -19641.41379310345, -18619.56603773585, -19235.34640522876, -17897.023255813954, -23544.914285714287, -18398.69811320755, -22680.01785714286, -22602.51785714286, -23093.11111111111, -20895.08064516129, -21586.305084745763, -21654.615384615383, -20447.146153846155, -21716.745762711864, -17394.3595505618, -13970.024096385541, -15078.793522267206, -15370.533632286995, -16194.879396984925, -27569.488095238095, -28731.75, -25681.184782608696, -27581.62962962963, -28602.64935064935, -15312.46017699115, -15182.310043668122, -15175.155462184874, -15568.995555555555, -14893.233050847457,
52, -20700.624, -22741.00900900901, -18290.20987654321, -20762.688524590165, -21153.405172413793, -18484.24358974359, -18105.05031446541, -20516.045454545456, -19120.635135135137, -18244.89024390244, -20218.741007194243, -18354.738853503186, -23585.380952380954, -18267.9012345679, -22180.17948717949, -22525.893805309734, -23179.633027522937, -20888.384, -21457.719008264463, -21320.302521008405, -21740.25641025641, -21022.8064516129, -16719.606382978724, -12928.033088235294, -15141.11155378486, -15500.573333333334, -15413.36574074074, -26511.57471264368, -28715.7012987013, -25653.648351648353, -26450.719101123595, -27587.12048192771, -15462.044444444444, -15177.572052401747, -15588.455752212389, -15664.279279279279, -15022.734782608695,
53, -21401.285714285714, -22635.792792792792, -17706.717514124295, -22473.69230769231, -18520.384105960264, -18092.096590909092, -22700.333333333332, -20259.702898550724, -17955.313609467456, -17403.703296703297, -19970.41958041958, -16655.078534031414, -23517.847619047618, -18409.937888198758, -22426.725663716814, -22360.608695652172, -23167.90740740741, -20278.1679389313, -20679.8984375, -20206.31297709924, -20980.303278688523, -20850.475806451614, -16497.121212121212, -13876.603174603175, -14976.09349593496, -15582.285067873303, -14909.22869955157, -27303.630952380954, -28484.92405063291, -25942.11111111111, -26769.666666666668, -27298.385542168675, -15221.644736842105, -15001.025974025973, -15427.543859649122, -15500.06167400881, -15217.995670995671,
54, -21291.658333333333, -21397.69421487603, -17792.261904761905, -19613.549618320612, -18608.94155844156, -18760.365384615383, -20573.3828125, -19427.883561643837, -18600.86335403727, -16978.547368421052, -20761.06923076923, -17272.652173913044, -24142.237623762376, -18699.070063694267, -22014.393162393164, -22423.486956521738, -23766.240384615383, -19991.564885496184, -21691.78151260504, -20914.926829268294, -20787.072580645163, -21848.37606837607, -16496.73711340206, -13666.996124031008, -15121.723577235773, -15909.064814814816, -15227.25925925926, -26639.034090909092, -28276.41975308642, -26376.102272727272, -26894.48275862069, -27878.675, -15257.225663716814, -15030.796536796537, -15030.152542372882, -15852.36866359447, -15422.257641921396,
55, -20904.081967213115, -22624.909090909092, -18859.342105263157, -19078.542857142857, -17778.96195652174, -19956.045454545456, -19130.035714285714, -19316.87671232877, -18424.44512195122, -16970.28947368421, -20676.944881889765, -16809.823232323233, -23770.190476190477, -18653.464968152864, -22142.327586206895, -22506.389380530974, -23325.75, -20501.149606299212, -21229.4435483871, -20437.76377952756, -21154.713114754097, -21275.868852459018, -16848.130890052355, -13795.0546875, -14782.664, -15724.34090909091, -14694.127272727274, -25311.255319148935, -27939.7375, -25895.956043956045, -27750.70731707317, -27204.764705882353, -15261.635555555555, -15174.048245614034, -14687.29411764706, -15838.173515981734, -15388.995535714286,
56, -21198.14406779661, -20920.460317460318, -18121.82530120482, -19707.5401459854, -17245.780748663103, -19151.109589041094, -19063.680555555555, -21028.51181102362, -18636.924528301886, -17021.4, -20473.014814814815, -17409.474860335195, -24409.465346534653, -18410.65, -22377.234782608695, -22620.840707964602, -23327.943925233645, -20766.007936507936, -20986.216, -20501.653543307086, -20796.428571428572, -21796.638655462186, -17171.466666666667, -14030.15322580645, -15251.811965811965, -15593.723981900452, -14478.928270042194, -25827.75, -27094.734939759037, -25400.279569892475, -26698.590909090908, -27102.976470588233, -15663.58064516129, -15155.25327510917, -14630.659751037345, -15574.1875, -15548.495535714286,
57, -21249.398305084746, -21796.81081081081, -17805.93181818182, -18045.61146496815, -18530.703703703704, -19181.291666666668, -18391.87417218543, -19957.97142857143, -17856.123529411765, -17182.155080213903, -19758.958333333332, -17370.81767955801, -24015.00980392157, -18512.1875, -22194.765217391305, -22578.873873873872, -23445.669811320753, -20415.746153846154, -21506.915254237287, -19864.984615384616, -20758.576, -20572.771653543306, -17309.898876404495, -14258.156378600823, -14841.191235059761, -15198.450643776823, -14689.944444444445, -26006.945054945056, -28101.7625, -25423.40425531915, -26143.255555555555, -27726.481927710844, -15393.057777777778, -15301.899122807017, -14595.0625, -15703.860986547084, -15613.899543378995,
58, -21642.577586206895, -21931.09649122807, -18884.81875, -19240.613636363636, -18398.0, -18295.213836477986, -18923.244755244756, -20689.607407407406, -18140.835294117645, -17664.745762711864, -19461.163265306124, -17965.245714285713, -23849.865384615383, -18195.42944785276, -22067.264957264957, -22929.756756756757, -23468.01886792453, -20807.918032786885, -20975.459677419356, -20326.0859375, -21146.845528455284, -19934.61654135338, -17291.11049723757, -13925.548262548262, -14926.979919678715, -15160.510548523207, -13959.770161290322, -26383.865168539327, -29495.25974025974, -26391.112359550563, -26435.784090909092, -26323.370786516854, -15514.527027027027, -15003.280172413793, -14811.431623931623, -15666.582222222221, -15563.713004484305,
59, -21803.16379310345, -21898.72807017544, -19080.74496644295, -17653.125, -18997.337837837837, -18363.54658385093, -18393.401315789473, -21050.984375, -18386.522012578618, -18636.554140127388, -19429.324137931035, -17235.913513513515, -24085.55339805825, -18601.525, -22294.070175438595, -23322.934579439254, -23004.272727272728, -20960.37398373984, -21435.08130081301, -20201.907692307694, -20507.579365079364, -21234.95041322314, -17579.464705882354, -13558.85401459854, -14658.784, -14956.504098360656, -13695.433070866142, -26154.911111111112, -27726.345679012345, -24482.602040816328, -26354.977777777778, -26690.581395348836, -15312.937777777777, -15007.344680851063, -14885.077253218884, -15642.04109589041, -15680.318584070796,
60, -20804.595041322315, -21119.959349593497, -17712.831325301206, -19612.75, -18989.797202797203, -16965.859459459458, -20315.884615384617, -20349.544776119405, -17180.261363636364, -17573.344827586207, -19630.779310344828, -17488.625, -23630.962264150945, -18413.46875, -22247.894736842107, -23605.55238095238, -22957.45871559633, -20099.93023255814, -20430.63358778626, -20281.734375, -20330.32283464567, -21247.67213114754, -17322.58988764045, -13204.193548387097, -14961.40562248996, -15401.603603603604, -13675.004132231405, -25568.795698924732, -27973.73076923077, -25058.59375, -26661.704545454544, -28419.518987341773, -15400.668161434978, -15240.233480176212, -14429.844897959183, -15555.918918918918, -15660.454954954956,
61, -19073.6993006993, -21995.043859649122, -18335.37125748503, -17187.533333333333, -17432.32044198895, -17265.75842696629, -19749.525925925926, -20259.05223880597, -18491.647058823528, -18209.459627329194, -19425.094594594593, -18941.38125, -23769.53846153846, -18474.898734177215, -22138.017391304347, -24178.68316831683, -23392.317757009347, -20278.346153846152, -21084.29268292683, -20195.66153846154, -21642.775862068964, -21273.479338842975, -17281.1912568306, -12344.80276816609, -14853.511811023622, -15182.806034482759, -14336.979079497907, -25325.244680851065, -28800.293333333335, -24066.90099009901, -26699.05681818182, -28189.320987654322, -15504.697247706423, -15363.627192982456, -14722.523206751055, -15445.899122807017, -15253.155172413793,
62, -20122.03787878788, -21372.491666666665, -20260.566176470587, -23382.186813186814, -18057.932098765432, -19691.268656716416, -22000.446428571428, -20076.566176470587, -17825.22360248447, -17974.12883435583, -20365.67910447761, -18240.436363636363, -22434.219298245614, -18666.153846153848, -22507.964601769912, -23616.67619047619, -23250.13888888889, -20639.66935483871, -21042.048780487807, -19623.355072463768, -20490.294573643412, -21437.237288135595, -16837.9792746114, -12672.917293233082, -14547.755020080322, -15162.542372881357, -14022.11203319502, -25084.755102040817, -27928.80487804878, -23786.776699029127, -27723.268292682926, -27266.590361445782, -15626.065420560748, -15166.51304347826, -14974.970212765957, -15673.82142857143, -15479.870535714286,
63, -21004.291666666668, -22108.22807017544, -19895.191176470587, -20340.354838709678, -20034.06818181818, -19919.01550387597, -19914.955223880595, -19930.48888888889, -17750.017964071856, -17705.083333333332, -18887.714285714286, -16651.398009950248, -22944.315315315314, -18426.48427672956, -22250.2, -23735.735849056604, -23521.914285714287, -19969.42962962963, -21361.967213114753, -19556.244604316547, -20839.717741935485, -22184.42105263158, -17017.612565445026, -12718.00352112676, -14242.13909774436, -15435.792792792792, -13566.760956175298, -25252.915789473685, -27212.36144578313, -23918.950495049507, -26750.16091954023, -27232.301204819276, -15347.955752212389, -15530.436123348018, -15139.493617021277, -15673.685840707965, -15494.513392857143,
64, -20334.023622047243, -21917.97435897436, -19249.46979865772, -17884.188679245282, -17065.398907103827, -19729.628787878788, -19716.299270072992, -20366.98473282443, -17304.3, -17912.24096385542, -18589.13924050633, -17599.497076023392, -22814.151785714286, -18633.617834394903, -22048.30769230769, -23793.923076923078, -23292.233644859814, -19788.694029850747, -21046.65322580645, -20221.18604651163, -20996.08870967742, -21859.706896551725, -16410.68137254902, -12243.296167247387, -14518.973076923077, -14787.477366255143, -13911.895161290322, -24749.453608247422, -26191.28888888889, -23886.86274509804, -26783.97701149425, -27590.121951219513, -15323.048888888889, -15475.593886462882, -15031.898305084746, -15564.725663716814, -15527.946666666667,
65, -20321.592307692306, -20651.0, -20793.072, -22527.83, -19370.378571428573, -20030.878048780487, -18304.24025974026, -19448.321917808218, -17739.171779141103, -17847.076923076922, -19285.524137931036, -17897.257668711656, -22747.918181818182, -18631.6582278481, -22318.75652173913, -24098.73267326733, -23088.477064220184, -20327.217054263565, -20847.8671875, -19639.08823529412, -21178.183333333334, -21239.92561983471, -16480.83173076923, -12631.058823529413, -14479.011320754717, -14605.755102040815, -12956.725631768953, -25951.725274725275, -26146.303370786518, -23612.09708737864, -25496.340425531915, -28718.223684210527, -14931.792207792209, -15066.23206751055, -15025.48051948052, -15525.063063063064, -15555.085201793721,
66, -20167.549618320612, -21281.9406779661, -18257.526627218936, -20595.15671641791, -19909.274074074074, -18556.611842105263, -17230.27485380117, -19649.492857142857, -17442.782352941176, -17298.754285714287, -19071.339869281044, -18177.74074074074, -23018.91891891892, -18582.063291139242, -21901.615384615383, -24661.41414141414, -24098.582524271846, -19799.216417910447, -21222.860655737706, -20162.046875, -20846.512, -20445.206106870228, -16497.47804878049, -12867.905923344948, -13996.18439716312, -14736.662447257384, -13199.730337078652, -24446.575757575756, -25641.010752688173, -23307.745283018867, -25339.720430107525, -29053.106666666667, -14942.820512820514, -15323.046218487394, -15073.208695652174, -15781.10502283105, -15373.33039647577,
67, -20316.093023255813, -21730.391304347828, -17106.247311827956, -18381.55625, -18933.308724832215, -16449.286432160803, -23444.102040816328, -19063.422818791947, -17814.23417721519, -17302.71111111111, -18642.481012658227, -17004.338541666668, -22900.675675675677, -18596.083333333332, -22502.447368421053, -23623.71153846154, -23067.777777777777, -20500.20472440945, -20690.885245901638, -19269.73943661972, -20803.566666666666, -20643.181102362203, -16477.592039800995, -13564.30627306273, -14416.248062015504, -14408.8125, -13025.467153284671, -25245.393617021276, -25260.505263157895, -23475.346153846152, -25641.68817204301, -28398.907894736843, -15305.5, -15399.684210526315, -15415.17903930131, -15729.547511312217, -14995.748936170212,
68, -20217.776923076923, -20748.904, -19588.775, -19956.480916030534, -18039.553459119496, -17707.790419161676, -20697.907563025212, -20463.25581395349, -16914.584699453553, -17414.29508196721, -18668.392156862745, -16618.20873786408, -22392.452173913043, -18909.496732026142, -22484.657894736843, -23844.176470588234, -23537.93396226415, -20479.92125984252, -20998.459677419356, -19476.956834532375, -20348.288, -20560.944881889765, -16683.532338308458, -14384.251908396947, -14305.615384615385, -13895.943462897527, -13550.030651340996, -24520.79591836735, -26019.17391304348, -23217.803738317758, -26301.954545454544, -27594.48148148148, -14963.621621621622, -15221.047619047618, -15448.223214285714, -15423.0990990991, -15390.273127753304,
69, -20049.748091603054, -20989.934959349594, -17986.41208791209, -21006.2, -16919.324468085106, -19751.757575757576, -20942.439024390245, -19176.18666666667, -16982.406593406595, -17119.288770053477, -18966.551948051947, -16970.52972972973, -22129.422413793105, -18492.620253164558, -22464.94782608696, -24271.89108910891, -23613.07476635514, -20153.276923076923, -21923.93913043478, -20519.344, -20898.08870967742, -20671.928571428572, -16925.762376237624, -13669.992857142857, -14145.992592592593, -13942.895104895106, -13241.974452554745, -24551.353535353537, -25629.571428571428, -24363.214285714286, -23526.85714285714, -27348.59259259259, -15429.036036036036, -15374.917391304349, -15567.955947136565, -15536.613333333333, -15047.8,
70, -19885.52671755725, -20615.91338582677, -17032.184615384616, -22408.23, -18347.90303030303, -19435.603053435116, -21996.905982905984, -18083.865853658535, -17236.584795321636, -18314.73619631902, -18136.71165644172, -16487.408866995072, -23737.22429906542, -18618.783439490446, -22840.688073394496, -23931.980582524273, -24046.382352941175, -19684.133333333335, -20665.6, -19323.191489361703, -20340.169230769232, -20543.079365079364, -16695.560975609755, -12964.645484949833, -13917.109433962265, -14023.437275985663, -12837.740072202167, -25140.649484536083, -25102.105263157893, -23486.509615384617, -25659.91208791209, -28265.40506329114, -15558.245614035088, -14878.653846153846, -15722.013215859031, -15225.651982378855, -14879.564655172413,
71, -20264.15625, -20865.496, -16799.20588235294, -19346.11510791367, -19808.090909090908, -19702.786259541987, -17823.145454545454, -19650.207142857143, -16958.657458563535, -17694.627906976744, -19130.967105263157, -16414.306220095692, -23449.33644859813, -18607.339743589742, -23573.71028037383, -24367.52475247525, -23724.161904761906, -19901.21212121212, -21194.355371900827, -19619.448529411766, -21086.18181818182, -19919.848484848484, -16261.793427230046, -12377.910891089108, -13858.467153284671, -13993.432055749128, -12919.558394160584, -25654.05376344086, -25616.879120879123, -23100.48113207547, -24699.288659793816, -27114.90243902439, -15444.916666666666, -14772.891129032258, -15865.723981900452, -15541.308755760369, -15117.623376623376,
72, -19221.93006993007, -20578.0, -17032.613402061856, -17635.520710059172, -19475.58394160584, -19484.649253731342, -20498.584615384614, -19015.194805194806, -17416.693251533743, -16578.98947368421, -18865.993548387098, -15980.13425925926, -24113.611650485436, -18668.76129032258, -22658.75, -23560.123809523808, -23868.271844660194, -20131.007874015748, -20337.03125, -18536.15172413793, -20815.733870967742, -19710.21167883212, -16113.306220095694, -12741.743506493507, -13783.06338028169, -13906.758741258742, -13095.56704980843, -25222.63157894737, -24956.895833333332, -23377.028301886792, -25788.422222222223, -26804.023529411767, -15289.057522123894, -14723.041493775934, -15438.551724137931, -15395.436936936936, -14993.834782608696,
73, -19657.602941176472, -21525.2, -16857.40206185567, -17254.50857142857, -17832.151515151516, -18475.073170731706, -17765.865853658535, -17993.55487804878, -16879.71186440678, -16442.136363636364, -18561.42236024845, -16188.995348837208, -23994.281553398057, -18798.416666666668, -22936.51818181818, -23701.41346153846, -24414.811881188118, -20112.876923076925, -20933.235772357722, -18871.25874125874, -21721.929203539825, -20120.809160305344, -16461.60096153846, -12631.172881355933, -13661.59649122807, -13742.20979020979, -12479.34420289855, -26321.133333333335, -26335.56818181818, -23182.365384615383, -23997.343137254902, -26453.2, -15319.61403508772, -14652.06530612245, -15424.242424242424, -15362.067873303167, -14978.504201680673,
74, -19496.328358208953, -20563.2, -17959.59281437126, -19028.13698630137, -18700.432432432433, -17405.09411764706, -19493.356643356645, -17577.356725146197, -16414.289617486338, -17273.595505617977, -19204.32894736842, -16256.538461538461, -24304.029702970296, -18248.12962962963, -22931.48181818182, -23842.598039215685, -23997.339805825242, -20384.5503875969, -21457.308333333334, -17626.723926380368, -21132.766666666666, -20683.5859375, -16727.9900990099, -13214.993055555555, -13829.4375, -13716.81724137931, -12615.586715867159, -26423.701149425287, -24398.0202020202, -22490.9, -24535.336734693876, -25927.674157303372, -15121.281385281385, -15106.321888412018, -15381.599137931034, -15277.908695652173, -15180.826086956522,
75, -18948.978723404256, -21311.666666666668, -18415.05487804878, -16825.078125, -20948.048780487807, -21340.672727272726, -25068.93023255814, -17468.15028901734, -16501.03743315508, -17132.24193548387, -18291.94610778443, -16801.555555555555, -24904.60824742268, -18878.07894736842, -22589.375, -23635.23076923077, -24774.37373737374, -19743.207407407408, -20868.387096774193, -18531.466666666667, -22016.79464285714, -20817.274193548386, -16366.599033816425, -13158.904411764706, -14095.066666666668, -13570.813333333334, -12149.441176470587, -26129.395604395606, -24727.948979591838, -22681.054545454546, -24794.958333333332, -26660.795454545456, -14971.259574468086, -15081.02564102564, -15548.3711790393, -15302.906666666666, -15321.67543859649,
76, -19356.681159420288, -21211.243697478993, -17572.21052631579, -18020.50909090909, -18389.69230769231, -18779.716216216217, -21790.453703703704, -17620.42603550296, -16545.10582010582, -16708.76767676768, -17675.603260869564, -16720.727272727272, -24171.960784313724, -18276.91875, -23079.642201834864, -23769.59223300971, -24054.06862745098, -19756.92700729927, -20753.650793650795, -18357.54, -20506.056, -19970.458646616542, -16453.881188118812, -13099.881756756757, -14225.914814814814, -14021.667896678966, -12244.448028673834, -25210.242105263158, -24446.10101010101, -22988.339449541283, -23018.95283018868, -27505.277108433736, -15266.644736842105, -15011.905982905982, -15025.553719008265, -15207.407894736842, -15453.555555555555,
77, -20193.98449612403, -21331.622950819674, -17428.05294117647, -16741.1608040201, -19492.492537313432, -18250.343949044585, -17020.71052631579, -17798.058479532163, -16708.957446808512, -16976.742105263158, -18377.789156626506, -17034.544502617802, -23651.4, -18809.82051282051, -22741.62162162162, -25452.542553191488, -24727.397959183672, -20062.108527131782, -20489.945736434107, -17612.75925925926, -21054.9406779661, -19551.597014925374, -16438.334905660377, -12585.632996632996, -13836.383802816901, -14113.921052631578, -13021.072727272727, -24169.425742574258, -24023.574257425742, -22822.26851851852, -23330.876190476192, -27143.33734939759, -15129.786956521739, -14913.601694915254, -15224.151515151516, -15150.213043478261, -15219.859649122807,
78, -19930.274074074074, -21527.72033898305, -18534.57046979866, -17399.120689655174, -18601.638157894737, -25658.037974683546, -17838.775757575757, -17191.096256684494, -16646.91794871795, -16146.684210526315, -17854.581920903955, -16376.936893203883, -24011.18269230769, -19039.480263157893, -23017.467889908257, -24355.742574257427, -25025.18556701031, -19847.358208955226, -20435.8828125, -17812.271604938273, -20985.603305785124, -19895.123076923075, -15849.609865470851, -12720.322807017545, -13775.426116838487, -13799.551020408164, -12911.64338235294, -25714.064516129034, -24200.742574257427, -24309.0202020202, -23434.266666666666, -26605.267441860466, -15401.91592920354, -14878.819327731093, -15442.791304347826, -15089.406113537118, -15410.595555555556,
79, -18739.48051948052, -21329.931034482757, -17993.506329113923, -23802.967391304348, -17655.887640449437, -17912.67701863354, -17886.916666666668, -17523.03351955307, -17429.356725146197, -16651.49751243781, -18715.186335403727, -16535.46231155779, -24000.26923076923, -18757.805194805194, -23525.584905660377, -23917.647058823528, -25238.873684210525, -19211.710144927536, -19851.969696969696, -17865.509433962263, -21216.95041322314, -19990.9921875, -16207.526570048309, -13638.252559726963, -14471.802281368822, -13699.631034482758, -13091.479704797048, -24943.145833333332, -24586.397959183672, -21676.62393162393, -23059.37037037037, -26604.36470588235, -15043.943722943723, -15252.219827586207, -15060.762711864407, -15038.798245614034, -15461.805309734513,
